tf,c1,c2,regime_min,regime_max,d2_r_min,d2_r_max,min_h1,min_h2,max_h1,max_h2,confirmed
15m,bar_range,price_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.551929503088282,0.4624502637429418,-0.544902081864018,-0.5458227583578829,0.47794979692621115,0.26141018344021955,True
15m,price_velocity_w,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.5277255193041926,0.4851012616879995,-0.5186323658726928,-0.5768082253047452,0.5007965712943455,0.4648836438838955,True
1h,bar_range,price_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.4101460067344527,0.5829519937362228,-0.4309190816316385,-0.330279897853278,0.6284988052993585,0.42779744717126716,True
1h,price_velocity_w,vol_sigma_w,DOWN_CHOPPY,UP_CHOPPY,-0.5273167960247348,0.4416159772846174,-0.4627983661332665,-0.6800557794253663,0.5695660078170678,0.24576546504118565,True
1h,bar_range,price_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.5807100237297333,0.3768319869010755,-0.5994659994630613,-0.40654859788211906,0.3831261959032981,0.07539621452004013,False
1h,price_velocity_1b,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.421955779237173,0.5310586376645537,-0.46641292411932167,-0.44125373310623683,0.5608560034658995,0.46959003662017623,True
1h,body,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.4016440276272183,0.5346692406904927,-0.4363201670442303,-0.4341638634960882,0.5618523675494712,0.47229556643605936,True
15m,price_velocity_1b,bar_range,DOWN_SMOOTH,UP_SMOOTH,-0.4167195838846876,0.5189034257436299,-0.42289836110636236,-0.39850817397118626,0.5401567995971807,0.4440716709871139,True
15m,price_velocity_w,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.4750260317652494,0.4421199359014695,-0.4607369009099101,-0.5709717913293357,0.46948506739779844,0.48145484611659073,True
15m,bar_range,body,DOWN_SMOOTH,UP_SMOOTH,-0.3748447610346842,0.5302224360476414,-0.3748100835885774,-0.3886904879559619,0.5538532463062944,0.45418365599077387,True
5m,price_velocity_w,swing_noise_w,DOWN_SMOOTH,UP_SMOOTH,-0.3718485654268764,0.5085059685727287,-0.3813917768189277,-0.2819189871171854,0.5243141569555971,0.4285902376067539,True
1m,price_velocity_w,SE_low_w,DOWN_SMOOTH,UP_SMOOTH,-0.441609088130946,0.432006235247397,-0.46008478453173923,-0.31564785038953336,0.4704524173583944,0.2527501951593995,True
1m,price_velocity_w,SE_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.419549935878573,0.4498702604374109,-0.43944802834604835,-0.2887018030839261,0.47677458252008637,0.3237417758190028,True
5m,bar_range,price_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.3970684530840339,0.44792592791387,-0.39128332294756385,-0.4093250540319739,0.4771340282476516,0.27822400716303725,True
1m,price_velocity_w,swing_noise_w,DOWN_SMOOTH,UP_SMOOTH,-0.3768826379789678,0.4548139720421209,-0.39175000091580303,-0.28379982289799016,0.47488798857863523,0.3766904462936829,True
1h,z_se_w,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.3432673021938309,0.4749286609023194,-0.3897705603780672,-0.299614158719551,0.4621449361454558,0.5069455443419391,True
1h,price_accel_w,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.3527438891035424,0.4300042810257121,-0.38871253256814514,-0.33132830295970767,0.4459171197549993,0.3936270715710792,True
1h,price_velocity_w,vwap_w,UP_SMOOTH,DOWN_SMOOTH,-0.3658618094251111,0.4159169140114763,-0.39461928112552475,-0.07528162963883185,0.5615208487760702,-0.08542111256446297,False
1h,price_velocity_w,price_mean_w,UP_SMOOTH,DOWN_SMOOTH,-0.3658471773937043,0.4138698093971246,-0.3923346094178357,-0.08370180194450044,0.5618571238016445,-0.09727576469912869,False
1h,vol_velocity_w,z_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.4031964707652148,0.3383539460045322,-0.46686545519688355,-0.2724836285136972,0.36922305735750865,0.30921138017493344,True
1h,vol_velocity_w,z_se_w,DOWN_SMOOTH,UP_SMOOTH,-0.3830771926450216,0.347016713741363,-0.48825337626111637,-0.18566886914291325,0.3859839339299728,0.30775557109205565,True
1h,vol_velocity_w,z_low_w,DOWN_SMOOTH,UP_SMOOTH,-0.3575648001974709,0.3581286015144599,-0.45001059758881734,-0.18413135252488433,0.4768256477773176,0.22929170308644342,True
5s,price_velocity_w,price_sigma_w,UP_CHOPPY,UP_SMOOTH,-0.3991180512218796,0.2966894701805421,-0.46430655834510765,-0.02209535098264867,0.3306854622294731,0.10135216635205944,False
5m,price_velocity_w,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.379281458395425,0.3132563541725239,-0.3741472264053454,-0.4261137551423737,0.32654689235638135,0.31946884667745834,True
1h,price_accel_1b,vol_accel_1b,DOWN_SMOOTH,UP_CHOPPY,-0.3745898987574957,0.2952680173695538,-0.3875085677378037,-0.3300014556252978,0.42175050756315036,0.05859419531971198,False
1h,bar_range,z_se_w,DOWN_SMOOTH,UP_SMOOTH,-0.3820623768261482,0.2829324448195977,-0.4203696825920444,-0.3925420410017761,0.30734559384308546,0.34321138813829616,True
1h,vol_velocity_1b,body,DOWN_SMOOTH,UP_CHOPPY,-0.4041177118650713,0.2566995751376655,-0.4040760123292399,-0.4126180510440078,0.3706115740024497,0.06356408254864691,False
5m,price_velocity_w,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.3414354522383268,0.3171852312071447,-0.33403170824398565,-0.3657617220653398,0.3252549324835338,0.3046853789623451,True
5m,price_velocity_1b,bar_range,DOWN_SMOOTH,UP_SMOOTH,-0.3203014242091702,0.3337930058676726,-0.3326786891977152,-0.25726263159079393,0.35100675874026555,0.2700132928895313,True
1m,bar_range,body,UP_CHOPPY,UP_SMOOTH,-0.2547203984829028,0.3668377941121845,-0.30864590807055364,-0.07213108549936272,0.4096019588180728,0.08074606966529002,False
1h,price_velocity_1b,vol_velocity_1b,DOWN_SMOOTH,UP_CHOPPY,-0.3657242766495211,0.2540344496192229,-0.35817236884754583,-0.414297485992235,0.36671286761834326,0.0630695887831005,False
1m,price_velocity_1b,bar_range,UP_CHOPPY,UP_SMOOTH,-0.2537286102779444,0.3647031138199274,-0.3077201042199719,-0.07057364560915326,0.40844501790513793,0.07967252265897362,False
1m,bar_range,price_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.2980928660749895,0.3067309442134124,-0.301409532800768,-0.2703893817073322,0.32066257607778015,0.22656604370644773,True
5m,bar_range,body,DOWN_SMOOTH,UP_SMOOTH,-0.2661170387843862,0.335001659574473,-0.27147428746065977,-0.24456390662095184,0.35137523564300904,0.2821290067707617,True
1m,price_accel_1b,bar_range,UP_CHOPPY,UP_SMOOTH,-0.2309495379720227,0.3700438299011827,-0.27742252654208344,-0.03123124205941383,0.42838978982934667,0.017122851506329244,False
1h,body,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.3480349373372131,0.2388818832951948,-0.378859257615533,-0.24809164576318957,0.2353821994969572,0.28214176013615094,True
1h,z_low_w,reversion_prob_w,UP_CHOPPY,DOWN_SMOOTH,-0.1001441366899341,0.4849999468195592,0.2015013097273245,-0.1790056684651176,0.48711325974180636,0.4902209380322817,False
15m,bar_range,price_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.2436846409566326,0.3392301166486702,-0.24941820334360826,-0.24055088954522197,0.35687488896787917,0.31141755491022677,True
1h,price_accel_1b,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.2547674281699191,0.3275307126971725,-0.2981198511387226,-0.22690919250228975,0.3551661127391523,0.25359858470306607,True
15m,price_velocity_1b,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.2585471433503244,0.3019877399172129,-0.28421786043671227,-0.2602183504040155,0.3273443124073162,0.2606603028736181,True
1h,price_accel_w,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.3346554892442283,0.2246375480238737,-0.3754450232024641,-0.20289033403325976,0.23591536820644857,0.20879672951008468,True
1h,price_velocity_1b,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.3190556396444659,0.2383704510920551,-0.33885530596470015,-0.25502902771962327,0.2344314698755422,0.28405071844011265,True
1h,bar_range,z_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.2362374401911801,0.318588792560476,-0.25440091220402034,-0.2550008094574234,0.32622504046903106,0.43598459883801677,True
1h,price_accel_1b,vol_velocity_1b,DOWN_SMOOTH,UP_CHOPPY,-0.2722366104282332,0.2687699594797032,-0.29008492568995553,-0.20947564802150415,0.34868326802803484,0.13427048536203515,True
1h,SE_high_w,hurst_w,DOWN_CHOPPY,UP_CHOPPY,-0.2400799848762845,0.3007276406591603,-0.20272347856192127,0.14065872100106533,0.4208610435390155,-0.16286928511222748,False
1h,price_accel_w,vol_accel_w,DOWN_SMOOTH,UP_CHOPPY,-0.360456962296759,0.1796956437465003,-0.38942042274748867,-0.27460892186988267,0.2438605443758775,0.06778350860723265,False
1h,z_high_w,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.4041598983505358,0.1195714844485418,-0.4261545021483694,-0.3841946034019848,0.10712701095208178,0.14527933633062293,True
1m,price_velocity_w,vol_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.2785735894001913,0.2370989231181355,-0.2697297161836798,-0.3358236508607563,0.24552982523512037,0.24002537214164685,True
1h,bar_range,z_low_w,DOWN_SMOOTH,UP_SMOOTH,-0.3880936738811869,0.1254231268928079,-0.4158693399584563,-0.43013573837867525,0.168175211029255,0.0652452751952196,False
1h,price_accel_1b,bar_range,DOWN_SMOOTH,UP_SMOOTH,-0.1774670954911435,0.3303647910949102,-0.18868141958567358,-0.13561223260010535,0.34046608675796536,0.3336356702753869,True
1h,SE_low_w,hurst_w,DOWN_CHOPPY,UP_CHOPPY,-0.2916246601433495,0.212567032548353,-0.27431013972332136,0.11951352933396922,0.2769118980572947,-0.18191976395365395,False
15m,price_velocity_w,price_mean_w,UP_CHOPPY,DOWN_SMOOTH,-0.2711039506712264,0.2275970273976629,-0.3090541756650104,-0.11496473072973372,0.2791233851658762,-0.09725176470620146,False
15m,price_velocity_w,vwap_w,UP_CHOPPY,DOWN_SMOOTH,-0.2657421810220933,0.2306320524145207,-0.30384972442136093,-0.10667629704183879,0.2821045957910134,-0.08959404712549819,False
15m,body,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.220649660183652,0.2744043383984271,-0.22754638568713229,-0.2467921846390551,0.2944468281508103,0.23959277444204913,True
1h,body,vol_accel_w,DOWN_SMOOTH,UP_CHOPPY,-0.2954600265222163,0.1847920656324795,-0.30177102694546937,-0.28242433236031755,0.23220980013087986,0.10751493488576187,True
1h,vol_velocity_1b,price_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.2968153656474725,0.1799967717658921,-0.30419197787147173,-0.2745154416036394,0.24516266802416614,0.06033607947784365,False
15m,vol_velocity_1b,body,DOWN_SMOOTH,UP_SMOOTH,-0.3127258018631347,0.1577106418199711,-0.28279046331404195,-0.4192571000994972,0.1424300075709961,0.20760833636252926,True
15m,price_velocity_1b,vol_velocity_1b,DOWN_SMOOTH,UP_SMOOTH,-0.3034994150924099,0.1631120623053608,-0.2760902516982519,-0.4234122016921452,0.15051037081609825,0.21020991339234052,True
1m,price_velocity_w,vol_mean_w,DOWN_SMOOTH,UP_SMOOTH,-0.2417490921253808,0.2225276834802164,-0.23214396676393317,-0.28302765429894944,0.22451967565439282,0.22428528304679698,True
15m,price_accel_w,vol_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.3092523012957057,0.1488271823910847,-0.2776080258344351,-0.4478992735921607,0.14781860185927306,0.1638419634345541,True
1h,vwap_w,hurst_w,UP_CHOPPY,DOWN_CHOPPY,-0.3060428010689661,0.1502711186234631,-0.3082019640755177,-0.061582657550278835,-0.2831674703049352,-0.4844468402573513,False
15m,price_accel_1b,vol_accel_1b,DOWN_SMOOTH,UP_SMOOTH,-0.280101149114241,0.1761637524898297,-0.25489675957532415,-0.38806623920548217,0.14034300035919187,0.2723611003028575,True
1h,price_mean_w,hurst_w,UP_CHOPPY,DOWN_CHOPPY,-0.3059882829962615,0.1475468514637778,-0.3090556767185552,-0.06080526156213588,-0.29229683320989436,-0.45522538942382573,False
5s,price_velocity_w,SE_high_w,UP_CHOPPY,UP_SMOOTH,-0.2366176719372836,0.2168324275250771,-0.29130606965961325,0.06144991400107433,0.23058515591189013,0.1605702260365733,False
1h,price_velocity_1b,vol_accel_w,DOWN_SMOOTH,UP_CHOPPY,-0.2692545592031476,0.1832931325648314,-0.26878408499503115,-0.2875540632511078,0.2301383191323866,0.10704203501794975,True
1h,price_velocity_1b,vol_accel_1b,DOWN_SMOOTH,UP_SMOOTH,-0.259175006474847,0.19270147353151,-0.2565555186138673,-0.2803365293285289,0.28134199352504413,0.007623093629187365,False
15m,price_accel_w,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.234658325767204,0.2171052202443992,-0.22522558487874098,-0.28441208955915237,0.23031007988765198,0.20726540155291492,True
1h,price_velocity_w,vol_velocity_w,DOWN_SMOOTH,UP_CHOPPY,-0.1772965896277028,0.2731197549820416,-0.12681921093803133,-0.3673125247863316,0.3017974522749299,0.24430500550614503,True
5s,price_velocity_w,SE_low_w,UP_CHOPPY,UP_SMOOTH,-0.3226101752065748,0.1266641252886139,-0.3716597462906016,-0.11821611199592119,0.15921303540238693,-0.04530856330015957,False
1h,vol_accel_1b,body,DOWN_SMOOTH,UP_SMOOTH,-0.2497197899416798,0.1830651692999522,-0.2514054917844317,-0.24738852200632927,0.2650135474017345,0.014353246434510494,False
5m,price_velocity_w,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.3040365487086102,0.1205701457549631,-0.27536251711321164,-0.4367243040439193,0.14069606096992943,0.09053837701389676,False
1h,price_accel_1b,vol_accel_w,DOWN_SMOOTH,UP_CHOPPY,-0.2328768582062688,0.1849024738043632,-0.2676655741754486,-0.11814835985614736,0.2228863034913314,0.12601468173749153,True
15m,price_accel_1b,vol_velocity_1b,DOWN_SMOOTH,UP_SMOOTH,-0.2414863572594928,0.1759244975362169,-0.21903426256889047,-0.3369062066969721,0.15037332450261842,0.24829385969971804,True
15m,price_velocity_1b,SE_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.0988630219122787,0.3179239201675411,-0.10066208221355216,-0.051977956359506236,0.3421936132515872,0.196940824973465,False
1h,price_sigma_w,hurst_w,DOWN_CHOPPY,UP_CHOPPY,-0.1252216525938353,0.2911417225276107,-0.06379314668789732,0.2829058107389823,0.46461648128335503,-0.11632461841291668,False
15m,price_accel_w,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.1908371869791044,0.222921508513806,-0.21851086246711754,-0.17330932550721134,0.23539711572136948,0.2129575876491872,True
5s,price_velocity_w,swing_noise_w,UP_CHOPPY,UP_SMOOTH,-0.2217522122578823,0.1843486584193463,-0.2675495977617426,0.011771927845630132,0.20353818074363692,0.06332730056870477,False
5m,price_velocity_1b,price_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.1652383271901708,0.2211646543956945,-0.1700640736001921,-0.12123071156789318,0.23375321378105363,0.16242120963662565,True
1h,vol_velocity_1b,z_se_w,DOWN_SMOOTH,UP_SMOOTH,-0.2892036675583884,0.0952614023732412,-0.2711304680404059,-0.3416706276924787,0.172446552287956,0.013512714286302843,False
15m,body,SE_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.0702293374995447,0.3134577473825911,-0.07065607937784012,-0.031279132046895364,0.3400966418447131,0.18860195370280594,False
1h,vol_accel_1b,price_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.2288835543649715,0.1489400429763807,-0.2441501268949769,-0.17755668511245815,0.24895748162501383,-0.034194377807475494,False
15m,z_se_w,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.1552970930658384,0.2193708907148365,-0.16552443339313289,-0.14603209820010957,0.23451181522347364,0.19517335148565035,True
1h,bar_range,hurst_w,DOWN_CHOPPY,UP_CHOPPY,-0.1710869511845652,0.1976222864317843,-0.17107299720871857,0.1955357990766287,0.11117286592122083,0.07245360426475121,False
5m,price_accel_w,vol_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.2548520936389369,0.109421142620575,-0.24763959295180138,-0.3119736622741964,0.08838864529775105,0.17044205963235443,False
1m,bar_range,price_accel_w,UP_CHOPPY,UP_SMOOTH,-0.1609600544438693,0.2033074142942305,-0.1954016278184806,-0.04155498674258786,0.23378844928057685,0.036559168909982336,False
1h,price_velocity_1b,swing_noise_w,DOWN_SMOOTH,UP_SMOOTH,-0.1750115893172038,0.1872487896719697,-0.18536255625172743,-0.029900134557927935,0.18586742748883833,0.071430872345278,False
5s,bar_range,price_velocity_w,UP_CHOPPY,UP_SMOOTH,-0.2548043855115324,0.0964920570647418,-0.3167680528757055,0.01787016512597548,0.10526934597947707,0.040062633256840334,False
5m,body,price_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.1388219436034981,0.2119159033156067,-0.1423205092209383,-0.10617859145244794,0.22337626193795815,0.16204747143925996,True
15m,body,vol_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.2415315017832118,0.1085688551902839,-0.21523419277509787,-0.3347439550055561,0.11303715248276364,0.10980418155532978,True
15m,price_accel_1b,bar_range,DOWN_SMOOTH,UP_SMOOTH,-0.1411644583974204,0.208851257555414,-0.14969377911293072,-0.1146781350040668,0.2169188741593192,0.2058998507961363,True
5m,bar_range,price_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.177102427188552,0.172367864533968,-0.189491885576617,-0.11733994074716275,0.17577438414271657,0.18367483656582503,True
5m,price_velocity_1b,SE_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.0950749280314312,0.2525979352673883,-0.10699462486436767,0.009672613347641155,0.2665993483125576,0.18853500477957316,False
5m,price_velocity_1b,vol_velocity_1b,DOWN_SMOOTH,UP_SMOOTH,-0.2359744327822877,0.1112981938687554,-0.21742560649501053,-0.3337807311469919,0.10406077229425244,0.14086855782125188,True
15m,price_velocity_1b,SE_low_w,DOWN_SMOOTH,UP_SMOOTH,-0.1686584735645953,0.1777854555764679,-0.17225370519799643,-0.12339000872025048,0.1943303412734388,0.08125002560050808,False
15m,price_velocity_1b,price_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.1224475184967682,0.2228803196909564,-0.12169455455283482,-0.09648961272789619,0.23233214823266538,0.15803153142613852,False
15m,price_velocity_1b,vol_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.2298381171696805,0.1129830946588397,-0.20472740709579573,-0.33659936493547316,0.11823309669334137,0.11395736370419005,True
5m,vol_velocity_1b,body,DOWN_SMOOTH,UP_SMOOTH,-0.2331221165383594,0.1030062152862436,-0.21098885274582227,-0.3247200773037913,0.09232833577551232,0.13654015940418127,False
5m,price_accel_w,vol_velocity_w,DOWN_SMOOTH,UP_CHOPPY,-0.2091167850326664,0.1263183643645203,-0.20580202122699037,-0.24592545688189463,0.20170050694111616,0.008812524411725755,False
15m,body,price_sigma_w,DOWN_CHOPPY,UP_SMOOTH,-0.1073979514558287,0.2249611826339717,-0.10754328934709535,-0.08390192484655527,0.23729796849007279,0.152469212909029,False
1h,body,swing_noise_w,DOWN_SMOOTH,UP_SMOOTH,-0.1344987574293559,0.1954227530560294,-0.137544888446835,-0.043892751468115596,0.19670042446928723,0.08390473031909057,False
5m,price_velocity_1b,SE_low_w,DOWN_SMOOTH,UP_SMOOTH,-0.1837304494553641,0.14302384760348,-0.19682475835064572,-0.06735964242966598,0.1529676639413956,0.08688616027178107,False
1h,price_velocity_w,hurst_w,DOWN_SMOOTH,FLAT_SMOOTH,-0.2109715793940587,0.1108907913445007,-0.2957546876657868,-0.24588439524348701,0.12177458514791077,0.1427906498585963,True
15m,vol_velocity_1b,price_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.2168784060932826,0.1034405154440992,-0.1969902874065014,-0.3055829881918964,0.09168415907282478,0.13808550452533852,False
1h,vol_accel_w,z_se_w,DOWN_SMOOTH,UP_SMOOTH,-0.2070777155524429,0.1123345215470275,-0.19205974618674002,-0.24301771715157094,0.17774539274041312,0.04613673526294484,False
1h,vol_mean_w,z_se_w,UP_CHOPPY,DOWN_CHOPPY,-0.2014812384851559,0.1169477554967479,-0.037524755399254074,-0.3484685966405329,0.045382138260033345,0.25209363096879006,False
15m,hurst_w,swing_noise_w,UP_CHOPPY,DOWN_CHOPPY,-0.1518197159766619,0.1665017735700015,-0.3271069907792583,0.050482886044963385,0.13251482582489155,0.17584225907916326,False
1h,price_velocity_1b,SE_low_w,DOWN_SMOOTH,UP_CHOPPY,-0.2031929580657239,0.113278945921094,-0.20832298543773284,-0.0983456041786123,0.09535646977406691,0.01691592353466986,False
15m,body,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.1691785361630118,0.1438279366895016,-0.15875600494388042,-0.20963649306889476,0.1468882642763366,0.1479212319906758,True
15m,z_high_w,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.2378944869634542,0.074057297410715,-0.2422557978431099,-0.2340166969851952,0.09581168212466148,0.03848950532273492,False
15m,price_accel_1b,reversion_prob_w,UP_SMOOTH,DOWN_SMOOTH,-0.1477834150673727,0.1628781199938131,-0.17332103026769902,-0.12730276847732655,0.1739781999210332,0.148375690861003,True
1h,price_velocity_1b,price_sigma_w,DOWN_SMOOTH,UP_CHOPPY,-0.1716284711648095,0.1383491801101182,-0.17901776689946897,-0.055963581029345344,0.12218592814865312,0.07110475759777382,False
15m,body,SE_low_w,DOWN_SMOOTH,UP_SMOOTH,-0.1337228690563462,0.175838591147271,-0.13411216557970732,-0.10802652208374686,0.19360519492078584,0.08002111797028139,False
1h,price_velocity_1b,SE_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.0884863645416581,0.2169954401164829,-0.08670653490784604,-0.0018439712030041324,0.20871587592996116,0.19043132540046756,False
5m,body,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.2020483535224295,0.0991251071561393,-0.1971054046044045,-0.2330868307750866,0.08637320367786544,0.13696238951327455,False
1m,body,SE_high_w,UP_CHOPPY,UP_SMOOTH,-0.1719711759707259,0.12654042173551,-0.22218266948220983,0.04444822909189661,0.13976818944603883,0.027212202479940835,False
5m,body,SE_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.0662311670935123,0.2320869304673501,-0.076984974606588,0.025101498639219313,0.24405514366283296,0.18165816709735988,False
5m,price_accel_1b,vol_accel_1b,DOWN_SMOOTH,UP_CHOPPY,-0.2035810541586715,0.0947019850976156,-0.1786342445128278,-0.3262187690300184,0.18935177526767716,-0.03996478911283481,False
1m,price_velocity_1b,SE_high_w,UP_CHOPPY,UP_SMOOTH,-0.1704459884208534,0.1268697294659353,-0.22060969343822717,0.04602901488556414,0.1411353080642129,0.02449998851312124,False
1m,price_velocity_w,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.2157128232070304,0.0814165333188678,-0.208623327196373,-0.26402671755569296,0.07409733987474568,0.10753340031794781,False
15m,price_accel_1b,vol_accel_w,DOWN_SMOOTH,UP_SMOOTH,-0.1821853124042547,0.1144853178651487,-0.1653321767675175,-0.25396887784443484,0.11122884168930143,0.13196127456226922,True
5m,price_velocity_1b,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.1945046533619667,0.1020667748218468,-0.1889751395568396,-0.23790651960179307,0.09239414989970605,0.13638516651783567,False
15m,vol_velocity_w,z_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.1473170076889903,0.1478624569256594,-0.15455618200164417,-0.13772595077675392,0.1464120546916057,0.1506170569657815,True
1h,body,price_sigma_w,DOWN_SMOOTH,UP_SMOOTH,-0.1455573988290239,0.1480700466095475,-0.14940988636215574,-0.060524006653181944,0.14397891096510487,0.07506656130737648,False
15m,price_velocity_1b,vol_velocity_w,DOWN_SMOOTH,UP_SMOOTH,-0.1511551383380469,0.1412202109177997,-0.13956761267688436,-0.2044196458210553,0.14250246326287758,0.15033347088462848,True
1h,body,SE_low_w,DOWN_SMOOTH,UP_CHOPPY,-0.1787731550080855,0.1101179871689529,-0.18507201349010668,-0.07743295921780034,0.09592058932772432,0.014998189531967805,False
1h,body,SE_high_w,DOWN_SMOOTH,UP_SMOOTH,-0.0582282757205689,0.2259007919949763,-0.05174680918064596,0.003912328860686801,0.2200533656900943,0.196909189074289,False
