Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
12,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29657.75,29397.00,6/29/2026 6:40:00 AM,6/29/2026 7:24:00 AM,Long,X_RTriggerReversal,($523.40),($1227.30),$1.90,$0.00,$0.00,$0.00,$0.00,$767.50,$361.50,$884.90,45,
13,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29847.25,30002.50,6/29/2026 9:13:00 AM,6/29/2026 1:56:00 PM,Long,X_SessionFlatten,$308.60,($918.70),$1.90,$0.00,$0.00,$0.00,$0.00,$26.50,$443.50,$134.90,284,
14,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,30212.50,30490.75,6/30/2026 6:40:00 AM,6/30/2026 1:56:00 PM,Long,X_SessionFlatten,$554.60,($364.10),$1.90,$0.00,$0.00,$0.00,$0.00,$119.50,$775.00,$220.40,437,
15,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,30118.00,30342.50,7/1/2026 6:40:00 AM,7/1/2026 8:31:00 AM,Short,X_RTriggerReversal,($450.90),($815.00),$1.90,$0.00,$0.00,$0.00,$0.00,$458.50,$44.00,$494.90,112,
16,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,30297.00,30046.25,7/1/2026 8:41:00 AM,7/1/2026 1:56:00 PM,Short,X_SessionFlatten,$499.60,($315.40),$1.90,$0.00,$0.00,$0.00,$0.00,$43.50,$575.50,$75.90,316,
17,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,30051.75,29939.75,7/2/2026 6:40:00 AM,7/2/2026 7:30:00 AM,Long,X_RTriggerReversal,($225.90),($541.30),$1.90,$0.00,$0.00,$0.00,$0.00,$283.00,$482.50,$708.40,51,
18,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,29769.25,29556.75,7/2/2026 7:54:00 AM,7/2/2026 1:56:00 PM,Short,X_SessionFlatten,$423.10,($118.20),$1.90,$0.00,$0.00,$0.00,$0.00,$165.00,$881.50,$458.40,363,
19,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29935.75,29903.50,7/3/2026 6:37:00 AM,7/3/2026 10:00:00 AM,Long,Exit on session close,($66.40),($184.60),$1.90,$0.00,$0.00,$0.00,$0.00,$110.00,$22.50,$88.90,204,
20,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29900.75,29907.00,7/6/2026 6:37:00 AM,7/6/2026 10:43:00 AM,Long,X_RTriggerReversal,$10.60,($174.00),$1.90,$0.00,$0.00,$0.00,$0.00,$229.50,$386.50,$375.90,247,
21,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29965.50,29941.25,7/6/2026 11:10:00 AM,7/6/2026 1:56:00 PM,Long,X_SessionFlatten,($50.40),($224.40),$1.90,$0.00,$0.00,$0.00,$0.00,$68.50,$173.00,$223.40,167,
22,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29553.25,29372.25,7/7/2026 6:38:00 AM,7/7/2026 12:04:00 PM,Long,X_RTriggerReversal,($363.90),($588.30),$1.90,$0.00,$0.00,$0.00,$0.00,$687.00,$106.50,$470.40,327,
23,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,29344.00,29418.75,7/7/2026 12:15:00 PM,7/7/2026 1:56:00 PM,Short,X_SessionFlatten,($151.40),($739.70),$1.90,$0.00,$0.00,$0.00,$0.00,$186.50,$147.00,$298.40,102,
24,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29345.50,29104.25,7/8/2026 6:45:00 AM,7/8/2026 8:19:00 AM,Long,X_RTriggerReversal,($484.40),($1224.10),$1.90,$0.00,$0.00,$0.00,$0.00,$502.50,$107.00,$591.40,95,
25,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29151.00,29390.75,7/8/2026 9:08:00 AM,7/8/2026 1:56:00 PM,Long,X_SessionFlatten,$477.60,($746.50),$1.90,$0.00,$0.00,$0.00,$0.00,$50.00,$698.00,$220.40,289,
26,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29847.50,29933.50,7/9/2026 6:40:00 AM,7/9/2026 1:56:00 PM,Long,X_SessionFlatten,$170.10,($576.40),$1.90,$0.00,$0.00,$0.00,$0.00,$467.50,$291.50,$121.40,437,
27,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29806.00,30063.25,7/10/2026 6:42:00 AM,7/10/2026 1:56:00 PM,Long,X_SessionFlatten,$512.60,($63.80),$1.90,$0.00,$0.00,$0.00,$0.00,$257.00,$541.50,$28.90,435,
28,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,29645.75,29573.25,7/13/2026 6:38:00 AM,7/13/2026 6:43:00 AM,Long,X_RTriggerReversal,($146.90),($210.70),$1.90,$0.00,$0.00,$0.00,$0.00,$165.50,$42.50,$189.40,6,
29,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,29544.75,29709.75,7/13/2026 6:47:00 AM,7/13/2026 7:32:00 AM,Short,X_RTriggerReversal,($331.90),($542.60),$1.90,$0.00,$0.00,$0.00,$0.00,$358.50,$103.00,$434.90,46,
30,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,29650.75,29434.25,7/13/2026 7:43:00 AM,7/13/2026 1:56:00 PM,Short,X_SessionFlatten,$431.10,($111.50),$1.90,$0.00,$0.00,$0.00,$0.00,$203.00,$528.50,$97.40,374,
31,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,29789.50,29796.25,7/14/2026 6:40:00 AM,7/14/2026 1:56:00 PM,Short,X_SessionFlatten,($15.40),($126.90),$1.90,$0.00,$0.00,$0.00,$0.00,$213.00,$444.50,$459.90,437,
32,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,29883.00,29581.00,7/15/2026 6:41:00 AM,7/15/2026 10:21:00 AM,Short,X_RTriggerReversal,$602.10,$475.20,$1.90,$0.00,$0.00,$0.00,$0.00,$18.50,$972.50,$370.40,221,
33,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,29700.25,29713.50,7/15/2026 11:06:00 AM,7/15/2026 1:56:00 PM,Short,X_SessionFlatten,($28.40),$446.80,$1.90,$0.00,$0.00,$0.00,$0.00,$85.50,$222.50,$250.90,171,
34,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,29407.00,29175.50,7/16/2026 6:40:00 AM,7/16/2026 1:56:00 PM,Short,X_SessionFlatten,$461.10,$907.90,$1.90,$0.00,$0.00,$0.00,$0.00,$204.00,$656.00,$194.90,437,
35,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Short,1,28480.00,28854.00,7/17/2026 6:40:00 AM,7/17/2026 7:23:00 AM,Short,X_RTriggerReversal,($749.90),$158.00,$1.90,$0.00,$0.00,$0.00,$0.00,$811.00,$143.50,$893.40,44,
36,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,28707.25,28695.25,7/17/2026 8:16:00 AM,7/17/2026 8:18:00 AM,Long,X_RTriggerReversal,($25.90),$132.10,$1.90,$0.00,$0.00,$0.00,$0.00,$43.00,$8.00,$33.90,3,
37,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,28751.25,28870.00,7/17/2026 8:37:00 AM,7/17/2026 11:15:00 AM,Long,X_RTriggerReversal,$235.60,$367.70,$1.90,$0.00,$0.00,$0.00,$0.00,$8.50,$591.50,$355.90,159,
38,MNQ SEP26,Backtest,EnsembleRunner_v0.3-RC,Long,1,28837.75,28765.25,7/17/2026 11:30:00 AM,7/17/2026 1:56:00 PM,Long,X_SessionFlatten,($146.90),$220.80,$1.90,$0.00,$0.00,$0.00,$0.00,$250.50,$107.00,$253.90,147,
