day,pivot_ts,pivot_bar,n_bars,entry_ts,entry_bar,dir,entry_px,exit_ts,exit_bar,exit_px,exit_reason,ride_pnl_usd,stop_pnl_usd,combiner_P
2025_04_09,1744206420.0,17,4,1744206660,21,1,17463.0,1744207560,36,17417.25,R_TRIGGER,-92.5,-92.5,0.9041
2025_04_09,1744207380.0,33,3,1744207560,36,-1,17417.25,1744207860,41,17472.25,CAT_STOP,-111.0,-101.0,0.7873
2025_04_09,1744208040.0,44,9,1744208580,53,-1,17472.25,1744209170,,17367.5,CAT_STOP,208.5,-101.0,0.852
2025_04_09,1744210800.0,90,7,1744211220,97,-1,17356.0,1744211760,106,17417.5,CAT_STOP,-124.0,-101.0,0.8079
2025_04_09,1744213440.0,134,4,1744213680,138,-1,17417.5,1744215180,163,17459.25,R_TRIGGER,-84.5,-84.5,0.7737
2025_04_09,1744214460.0,151,12,1744215180,163,1,17459.25,1744218600,220,17536.25,R_TRIGGER,153.0,153.0,0.7522
2025_04_09,1744218120.0,212,9,1744218660,221,1,17545.0,1744219130,,18449.5,CAT_STOP,1808.0,-101.0,0.8205
2025_04_09,1744219620.0,237,3,1744219800,240,1,18449.5,1744219810,,18653.0,CAT_STOP,406.0,-101.0,0.9262
2025_04_09,1744220100.0,245,3,1744220280,248,1,18653.0,1744220400,250,18667.25,CAT_STOP,27.5,-101.0,0.8394
2025_04_09,1744220940.0,259,4,1744221180,263,1,18667.25,1744222020,277,18809.5,R_TRIGGER,283.5,283.5,0.9319
2025_04_09,1744221840.0,274,3,1744222020,277,1,18809.5,1744222115,,18973.75,CAT_STOP,327.5,-101.0,0.8785
2025_04_09,1744223280.0,298,6,1744223640,304,-1,18973.75,1744223740,,18954.0,CAT_STOP,38.5,-101.0,0.7745
2025_04_09,1744224360.0,316,6,1744224720,322,-1,18954.0,1744225440,334,18885.0,R_TRIGGER,137.0,137.0,0.8038
2025_04_09,1744225200.0,330,4,1744225440,334,1,18885.0,1744225630,,19281.5,CAT_STOP,792.0,-101.0,0.9101
2025_04_10,,-6,7,1744291860,1,-1,18750.25,1744291865,,18805.25,CAT_STOP,-111.0,-101.0,0.8217
2025_04_10,1744292580.0,13,5,1744292880,18,1,18805.25,1744293020,,18703.5,CAT_STOP,-204.5,-101.0,0.7567
2025_04_10,1744293000.0,20,6,1744293360,26,-1,18703.5,1744294980,53,18696.75,R_TRIGGER,12.5,12.5,0.7989
2025_04_10,1744294320.0,42,12,1744295040,54,1,18704.25,1744295395,,18664.5,CAT_STOP,-80.5,-101.0,0.7426
2025_04_10,1744296120.0,72,6,1744296480,78,-1,18664.5,1744302600,180,18106.75,R_TRIGGER,1114.5,1114.5,0.753
2025_04_10,1744302420.0,177,3,1744302600,180,-1,18106.75,1744302750,,18219.5,CAT_STOP,-226.5,-101.0,0.8789
2025_04_10,1744305720.0,232,3,1744305900,235,-1,18219.5,1744306035,,18459.75,CAT_STOP,-481.5,-101.0,0.8617
2025_04_10,1744308900.0,285,5,1744309200,290,1,18459.75,1744309205,,18543.5,CAT_STOP,166.5,-101.0,0.7534
2025_04_10,1744309980.0,303,3,1744310160,306,-1,18543.5,1744310310,,18646.5,CAT_STOP,-207.0,-101.0,0.8425
2025_04_10,1744310160.0,306,6,1744310520,312,1,18646.5,1744310760,316,18558.75,CAT_STOP,-176.5,-101.0,0.9034
2025_04_10,1744310640.0,314,3,1744310820,317,-1,18558.75,1744311045,,18557.0,CAT_STOP,2.5,-101.0,0.7824
2025_04_10,1744311300.0,325,3,1744311480,328,-1,18557.0,1744311650,,18575.5,CAT_STOP,-38.0,-101.0,0.8209
2025_04_10,1744312620.0,347,3,1744312800,350,-1,18575.5,1744314600,380,18427.25,R_TRIGGER,295.5,295.5,0.8455
2025_04_10,1744314240.0,374,6,1744314600,380,-1,18427.25,1744314735,,18526.25,CAT_STOP,-199.0,-101.0,0.9023
2025_04_11,,-55,55,1744378200,0,-1,18451.25,1744378740,9,18507.25,CAT_STOP,-113.0,-101.0,0.7833
2025_04_11,1744378320.0,2,7,1744378740,9,-1,18507.25,1744379025,,18590.25,CAT_STOP,-167.0,-101.0,0.8857
2025_04_11,1744380180.0,33,4,1744380420,37,1,18590.25,1744380430,,18481.5,CAT_STOP,-218.5,-101.0,0.8761
2025_04_11,1744380480.0,38,4,1744380720,42,1,18481.5,1744381200,50,18383.75,CAT_STOP,-196.5,-101.0,0.8343
2025_04_11,1744383600.0,90,3,1744383780,93,1,18383.75,1744384530,,18655.5,CAT_STOP,542.5,-101.0,0.8638
2025_04_11,1744390380.0,203,26,1744391940,229,-1,18655.5,1744392165,,18738.0,CAT_STOP,-166.0,-101.0,0.8549
2025_04_11,1744392660.0,241,8,1744393140,249,1,18738.0,1744395540,289,18745.5,R_TRIGGER,14.0,14.0,0.9798
2025_04_11,1744394040.0,264,25,1744395540,289,-1,18745.5,1744396620,307,18846.0,CAT_STOP,-202.0,-101.0,0.9834
2025_04_11,1744396020.0,297,47,1744398840,344,1,18846.0,1744399095,,18810.75,CAT_STOP,-71.5,-101.0,0.7512
2025_04_14,,-93,93,1744637400,0,1,19238.0,1744637460,1,19197.5,R_TRIGGER,-82.0,-82.0,0.7999
2025_04_14,,-3,4,1744637460,1,-1,19197.5,1744637465,,19082.25,CAT_STOP,229.5,-101.0,0.7523
2025_04_14,1744638420.0,17,3,1744638600,20,1,19082.25,1744638785,,19045.5,CAT_STOP,-74.5,-101.0,0.8312
2025_04_14,1744638840.0,24,5,1744639140,29,-1,19045.5,1744639380,33,19140.5,CAT_STOP,-191.0,-101.0,0.8959
2025_04_14,1744639260.0,31,3,1744639440,34,-1,19140.5,1744640400,50,19100.5,R_TRIGGER,79.0,79.0,0.8531
2025_04_14,1744640220.0,47,3,1744640400,50,1,19100.5,1744642560,86,19126.0,R_TRIGGER,50.0,50.0,0.8295
2025_04_14,1744642260.0,81,5,1744642560,86,-1,19126.0,1744645440,134,18927.5,R_TRIGGER,396.0,396.0,0.7519
2025_04_14,1744645260.0,131,3,1744645440,134,-1,18927.5,1744646100,145,18863.0,R_TRIGGER,128.0,128.0,0.7838
2025_04_14,1744645860.0,141,4,1744646100,145,-1,18863.0,1744647240,164,18805.0,R_TRIGGER,115.0,115.0,0.7575
2025_04_14,1744647060.0,161,4,1744647300,165,-1,18820.5,1744647565,,18851.0,CAT_STOP,-62.0,-101.0,0.8338
2025_04_14,1744648020.0,177,11,1744648680,188,1,18875.0,1744649460,201,18824.75,R_TRIGGER,-101.5,-101.5,0.7534
2025_04_14,1744649280.0,198,3,1744649460,201,-1,18824.75,1744650000,210,18849.25,CAT_STOP,-50.0,-101.0,0.7754
2025_04_14,1744649880.0,208,3,1744650060,211,1,18849.25,1744651740,239,18864.5,R_TRIGGER,29.5,29.5,0.7722
2025_04_14,1744651440.0,234,8,1744651920,242,1,18867.5,1744652820,257,18844.75,R_TRIGGER,-46.5,-46.5,0.7582
2025_04_14,1744652580.0,253,7,1744653000,260,1,18880.25,1744658760,356,19035.75,R_TRIGGER,310.0,310.0,0.7992
2025_04_14,1744657980.0,343,14,1744658820,357,1,19049.5,1744660080,378,19023.5,R_TRIGGER,-53.0,-53.0,0.7495
2025_04_14,1744659720.0,372,6,1744660080,378,-1,19023.5,1744661700,405,18920.5,SESSION_CLOSE,205.0,205.0,0.8145
2025_04_15,,-62,62,1744723800,0,1,18984.0,1744724160,6,18984.0,R_TRIGGER,-1.0,-1.0,0.8563
2025_04_15,1744724160.0,6,4,1744724400,10,1,19061.0,1744725540,29,19067.75,R_TRIGGER,12.5,12.5,0.8434
2025_04_15,1744725300.0,25,4,1744725540,29,-1,19067.75,1744726020,37,19112.0,R_TRIGGER,-89.5,-89.5,0.867
2025_04_15,1744725600.0,30,9,1744726140,39,1,19090.0,1744726560,46,19090.0,R_TRIGGER,-1.0,-1.0,0.7792
2025_04_15,1744726380.0,43,3,1744726560,46,1,19090.0,1744726680,48,18954.5,CAT_STOP,-272.0,-101.0,0.7694
2025_04_15,1744727040.0,54,3,1744727220,57,-1,18954.5,1744727400,60,19003.25,R_TRIGGER,-98.5,-98.5,0.8589
2025_04_15,1744727220.0,57,3,1744727400,60,-1,19003.25,1744728180,73,19069.0,R_TRIGGER,-132.5,-132.5,0.7733
2025_04_15,1744728000.0,70,3,1744728180,73,1,19069.0,1744728375,,19026.75,CAT_STOP,-85.5,-101.0,0.7643
2025_04_15,1744728240.0,74,3,1744728420,77,1,19026.75,1744729620,97,19023.75,R_TRIGGER,-7.0,-7.0,0.7726
2025_04_15,1744729020.0,87,13,1744729800,100,1,19042.25,1744730700,115,19036.75,R_TRIGGER,-12.0,-12.0,0.7487
2025_04_15,1744730520.0,112,3,1744730700,115,1,19036.75,1744732200,140,18993.5,R_TRIGGER,-87.5,-87.5,0.7791
2025_04_15,1744731900.0,135,5,1744732200,140,-1,18993.5,1744732350,,19048.5,CAT_STOP,-111.0,-101.0,0.7881
2025_04_15,1744732260.0,141,3,1744732440,144,-1,19048.5,1744735560,196,19065.5,R_TRIGGER,-35.0,-35.0,0.7797
2025_04_15,1744735320.0,192,8,1744735800,200,-1,19034.25,1744736580,213,18992.5,R_TRIGGER,82.5,82.5,0.7555
2025_04_15,1744736400.0,210,3,1744736580,213,-1,18992.5,1744738200,240,18960.0,R_TRIGGER,64.0,64.0,0.7963
2025_04_15,1744737780.0,233,7,1744738200,240,-1,18960.0,1744739880,268,18952.5,R_TRIGGER,14.0,14.0,0.8023
2025_04_15,1744739640.0,264,4,1744739880,268,-1,18952.5,1744741500,295,18927.75,R_TRIGGER,48.5,48.5,0.7389
2025_04_15,1744740900.0,285,10,1744741500,295,-1,18927.75,1744742760,316,18966.5,CAT_STOP,-78.5,-101.0,0.746
2025_04_15,1744746420.0,377,3,1744746600,380,-1,18966.5,1744748100,405,18955.75,SESSION_CLOSE,20.5,20.5,0.7943
2025_04_16,,-100,100,1744810200,0,-1,18612.75,1744810320,2,18644.5,R_TRIGGER,-64.5,-64.5,0.7744
2025_04_16,,-1,3,1744810320,2,1,18644.5,1744811100,15,18606.5,R_TRIGGER,-77.0,-77.0,0.8567
2025_04_16,1744810920.0,12,3,1744811100,15,1,18606.5,1744811580,23,18559.25,CAT_STOP,-95.5,-101.0,0.7726
2025_04_16,1744812720.0,42,7,1744813140,49,-1,18559.25,1744813440,54,18611.25,R_TRIGGER,-105.0,-105.0,0.7533
2025_04_16,1744813140.0,49,6,1744813500,55,1,18628.5,1744815960,96,18603.75,R_TRIGGER,-50.5,-50.5,0.9567
2025_04_16,1744814580.0,73,23,1744815960,96,1,18603.75,1744818060,131,18662.0,R_TRIGGER,115.5,115.5,0.7587
2025_04_16,1744817100.0,115,16,1744818060,131,-1,18662.0,1744824540,239,18591.0,R_TRIGGER,141.0,141.0,0.7656
2025_04_16,1744823520.0,222,18,1744824600,240,1,18548.75,1744824710,,18499.75,CAT_STOP,-99.0,-101.0,0.8029
2025_04_16,1744824540.0,239,3,1744824720,242,-1,18499.75,1744827000,280,18353.75,R_TRIGGER,291.0,291.0,0.904
2025_04_16,1744826340.0,269,11,1744827000,280,-1,18353.75,1744827780,293,18364.75,R_TRIGGER,-23.0,-23.0,0.8573
2025_04_16,1744827540.0,289,6,1744827900,295,-1,18363.25,1744830840,344,18184.75,R_TRIGGER,356.0,356.0,0.8099
2025_04_16,1744830660.0,341,3,1744830840,344,1,18184.75,1744831500,355,18128.5,R_TRIGGER,-113.5,-113.5,0.829
2025_04_16,1744830840.0,344,11,1744831500,355,-1,18128.5,1744831920,362,18190.25,R_TRIGGER,-124.5,-124.5,0.7984
2025_04_16,1744831620.0,357,8,1744832100,365,-1,18203.25,1744832760,376,18434.0,CAT_STOP,-462.5,-101.0,0.8129
2025_04_17,,-87,87,1744896600,0,1,18481.75,1744896825,,18434.25,CAT_STOP,-96.0,-101.0,0.7979
2025_04_17,1744898040.0,24,9,1744898580,33,-1,18434.25,1744900980,73,18336.0,R_TRIGGER,195.5,195.5,0.8196
2025_04_17,1744900740.0,69,6,1744901100,75,-1,18346.5,1744902410,,18416.75,CAT_STOP,-141.5,-101.0,0.762
2025_04_17,1744903740.0,119,8,1744904220,127,-1,18416.75,1744906080,158,18422.75,R_TRIGGER,-13.0,-13.0,0.8126
2025_04_17,1744905900.0,155,3,1744906080,158,-1,18422.75,1744906560,166,18425.25,R_TRIGGER,-6.0,-6.0,0.8836
2025_04_17,1744906380.0,163,3,1744906560,166,1,18425.25,1744908180,193,18389.25,R_TRIGGER,-73.0,-73.0,0.7483
2025_04_17,1744907760.0,186,7,1744908180,193,-1,18389.25,1744908660,201,18451.25,CAT_STOP,-125.0,-101.0,0.9746
2025_04_17,1744908300.0,195,8,1744908780,203,-1,18453.0,1744911960,256,18452.0,R_TRIGGER,1.0,1.0,0.7483
2025_04_17,1744910940.0,239,17,1744911960,256,1,18452.0,1744915800,320,18437.25,R_TRIGGER,-30.5,-30.5,0.9704
2025_04_17,1744914300.0,295,25,1744915800,320,-1,18437.25,1744918920,372,18419.0,R_TRIGGER,35.5,35.5,0.8386
2025_04_17,1744917660.0,351,21,1744918920,372,-1,18419.0,1744920060,391,18406.5,R_TRIGGER,24.0,24.0,0.7998
2025_04_17,1744919460.0,381,10,1744920060,391,-1,18406.5,1744920900,405,18440.25,SESSION_CLOSE,-68.5,-68.5,0.7734
2025_04_21,,-19,19,1745242200,0,1,18147.0,1745242560,6,18094.75,R_TRIGGER,-105.5,-105.5,0.9661
2025_04_21,1745242320.0,2,4,1745242560,6,1,18094.75,1745243100,15,18079.75,R_TRIGGER,-31.0,-31.0,0.7651
2025_04_21,1745242860.0,11,4,1745243100,15,-1,18079.75,1745243400,20,18092.0,R_TRIGGER,-25.5,-25.5,0.7851
2025_04_21,1745243220.0,17,3,1745243400,20,-1,18092.0,1745246160,66,17960.0,R_TRIGGER,263.0,263.0,0.8148
2025_04_21,1745245080.0,48,22,1745246400,70,1,17982.5,1745246640,74,17935.75,R_TRIGGER,-94.5,-94.5,0.9573
2025_04_21,1745246460.0,71,8,1745246940,79,-1,17916.25,1745251920,162,17838.0,R_TRIGGER,155.5,155.5,0.9653
2025_04_21,1745250900.0,145,17,1745251920,162,1,17838.0,1745254260,201,17821.0,R_TRIGGER,-35.0,-35.0,0.9582
2025_04_21,1745253660.0,191,14,1745254500,205,-1,17805.75,1745259480,288,17752.0,R_TRIGGER,106.5,106.5,0.7574
2025_04_21,1745258760.0,276,21,1745260020,297,1,17747.5,1745260980,313,17728.0,R_TRIGGER,-40.0,-40.0,0.9668
2025_04_21,1745260260.0,301,14,1745261100,315,1,17727.5,1745265840,394,17902.0,R_TRIGGER,348.0,348.0,0.7588
2025_04_21,1745265480.0,388,9,1745266020,397,1,17923.75,1745266500,405,17902.5,SESSION_CLOSE,-43.5,-43.5,0.7447
2025_04_22,,-92,92,1745328600,0,1,18113.75,1745328900,5,18116.5,R_TRIGGER,4.5,4.5,0.7923
2025_04_22,,-2,8,1745328960,6,-1,18125.5,1745329140,9,18153.0,R_TRIGGER,-56.0,-56.0,0.8013
2025_04_22,1745328900.0,5,18,1745329980,23,-1,18214.0,1745330430,,18292.25,CAT_STOP,-157.5,-101.0,0.8331
2025_04_22,1745331420.0,47,4,1745331660,51,1,18292.25,1745332260,61,18266.75,R_TRIGGER,-52.0,-52.0,0.7366
2025_04_22,1745331720.0,52,13,1745332500,65,1,18280.5,1745336160,126,18333.25,R_TRIGGER,104.5,104.5,0.7713
2025_04_22,1745335320.0,112,14,1745336160,126,-1,18333.25,1745337120,142,18324.0,R_TRIGGER,17.5,17.5,0.9629
2025_04_22,1745336640.0,134,14,1745337480,148,-1,18335.5,1745337575,,18454.0,CAT_STOP,-238.0,-101.0,0.8395
2025_04_22,1745340720.0,202,15,1745341620,217,-1,18444.0,1745342340,229,18351.0,R_TRIGGER,185.0,185.0,0.8394
2025_04_22,1745342160.0,226,3,1745342340,229,-1,18351.0,1745343360,246,18310.25,R_TRIGGER,80.5,80.5,0.8314
2025_04_22,1745343060.0,241,6,1745343420,247,-1,18303.25,1745344980,273,18263.5,R_TRIGGER,78.5,78.5,0.7423
2025_04_22,1745344320.0,262,13,1745345100,275,1,18295.25,1745349060,341,18348.0,R_TRIGGER,104.5,104.5,0.9666
2025_04_22,1745348100.0,325,16,1745349060,341,-1,18348.0,1745350980,373,18318.0,R_TRIGGER,59.0,59.0,0.968
2025_04_22,1745350800.0,370,4,1745351040,374,1,18324.5,1745351520,382,18322.0,R_TRIGGER,-6.0,-6.0,0.9732
2025_04_22,1745351340.0,379,3,1745351520,382,1,18322.0,1745352240,394,18388.75,R_TRIGGER,132.5,132.5,0.8267
2025_04_22,1745352060.0,391,3,1745352240,394,1,18388.75,1745352900,405,18368.5,SESSION_CLOSE,-41.5,-41.5,0.8693
2025_04_23,,-21,22,1745415060,1,1,18980.25,1745415415,,19081.75,CAT_STOP,202.0,-101.0,0.7897
2025_04_23,1745415240.0,4,3,1745415420,7,1,19081.75,1745415455,,19037.5,CAT_STOP,-89.5,-101.0,0.8692
2025_04_23,1745416260.0,21,3,1745416440,24,1,19037.5,1745416980,33,19021.5,R_TRIGGER,-33.0,-33.0,0.825
2025_04_23,1745416800.0,30,4,1745417040,34,1,19058.25,1745417700,45,19032.25,R_TRIGGER,-53.0,-53.0,0.8023
2025_04_23,1745417520.0,42,3,1745417700,45,1,19032.25,1745417910,,19108.75,CAT_STOP,152.0,-101.0,0.7614
2025_04_23,1745418960.0,66,7,1745419380,73,-1,19121.75,1745419620,77,19132.75,R_TRIGGER,-23.0,-23.0,0.7353
2025_04_23,1745419320.0,72,5,1745419620,77,1,19132.75,1745419800,80,19076.25,R_TRIGGER,-114.0,-114.0,0.798
2025_04_23,1745419620.0,77,3,1745419800,80,1,19076.25,1745420435,,19053.75,CAT_STOP,-46.0,-101.0,0.7735
2025_04_23,1745420880.0,98,7,1745421300,105,-1,19053.75,1745422560,126,18895.75,R_TRIGGER,315.0,315.0,0.7738
2025_04_23,1745422380.0,123,4,1745422620,127,-1,18911.5,1745423760,146,18877.5,R_TRIGGER,67.0,67.0,0.7731
2025_04_23,1745423580.0,143,8,1745424060,151,-1,18848.0,1745425740,179,18835.75,R_TRIGGER,23.5,23.5,0.8515
2025_04_23,1745425560.0,176,4,1745425800,180,1,18847.0,1745426940,199,18827.5,R_TRIGGER,-40.0,-40.0,0.8194
2025_04_23,1745426220.0,187,12,1745426940,199,-1,18827.5,1745427180,203,18870.5,R_TRIGGER,-87.0,-87.0,0.8078
2025_04_23,1745427000.0,200,5,1745427300,205,1,18893.25,1745427600,210,18904.75,CAT_STOP,22.0,-101.0,0.7725
2025_04_23,1745429160.0,236,10,1745429760,246,-1,18893.75,1745430300,255,18871.5,R_TRIGGER,43.5,43.5,0.9766
2025_04_23,1745429940.0,249,6,1745430300,255,-1,18871.5,1745430885,,18937.5,CAT_STOP,-133.0,-101.0,0.7724
2025_04_23,1745431380.0,273,12,1745432100,285,1,18949.5,1745432580,293,18906.0,R_TRIGGER,-88.0,-88.0,0.7893
2025_04_23,1745432160.0,286,8,1745432640,294,-1,18910.25,1745433120,302,18909.0,R_TRIGGER,1.5,1.5,0.7597
2025_04_23,1745432940.0,299,3,1745433120,302,-1,18909.0,1745434620,327,18883.75,R_TRIGGER,49.5,49.5,0.7789
2025_04_23,1745434440.0,324,7,1745434860,331,-1,18855.25,1745436660,361,18809.5,R_TRIGGER,90.5,90.5,0.7599
2025_04_23,1745436300.0,355,7,1745436720,362,-1,18794.75,1745437680,378,18777.0,R_TRIGGER,34.5,34.5,0.782
2025_04_23,1745437080.0,368,14,1745437920,382,-1,18835.25,1745439300,405,18808.75,SESSION_CLOSE,52.0,52.0,0.7807
2025_04_24,,-110,110,1745501400,0,1,18866.5,1745505780,73,19129.25,R_TRIGGER,524.5,524.5,0.843
2025_04_24,1745505480.0,68,5,1745505780,73,1,19129.25,1745508180,113,19156.25,R_TRIGGER,53.0,53.0,0.7583
2025_04_24,1745507640.0,104,11,1745508300,115,-1,19154.25,1745509200,130,19170.75,R_TRIGGER,-34.0,-34.0,0.9704
2025_04_24,1745508720.0,122,11,1745509380,133,-1,19160.0,1745510070,,19199.5,CAT_STOP,-80.0,-101.0,0.7631
2025_04_24,1745510940.0,159,11,1745511600,170,1,19219.0,1745515020,227,19224.0,R_TRIGGER,9.0,9.0,0.737
2025_04_24,1745513880.0,208,19,1745515020,227,-1,19224.0,1745515620,237,19247.25,R_TRIGGER,-47.5,-47.5,0.9697
2025_04_24,1745515080.0,228,12,1745515800,240,1,19267.75,1745521440,334,19256.75,R_TRIGGER,-23.0,-23.0,0.9607
2025_04_24,1745520660.0,321,14,1745521500,335,-1,19261.0,1745522520,352,19276.5,R_TRIGGER,-32.0,-32.0,0.7833
2025_04_24,1745521980.0,343,13,1745522760,356,-1,19267.0,1745524200,380,19332.25,CAT_STOP,-131.5,-101.0,0.7819
2025_04_25,,-29,30,1745587860,1,1,19291.0,1745588580,13,19296.0,R_TRIGGER,9.0,9.0,0.8668
2025_04_25,1745588400.0,10,5,1745588700,15,1,19327.0,1745588870,,19394.25,CAT_STOP,133.5,-101.0,0.8086
2025_04_25,1745590320.0,42,6,1745590680,48,1,19366.25,1745590920,52,19314.0,CAT_STOP,-105.5,-101.0,0.7948
2025_04_25,1745592360.0,76,14,1745593200,90,1,19315.25,1745594940,119,19348.75,R_TRIGGER,66.0,66.0,0.7831
2025_04_25,1745594580.0,113,7,1745595000,120,1,19358.75,1745595900,135,19325.5,R_TRIGGER,-67.5,-67.5,0.7891
2025_04_25,1745595900.0,135,12,1745596620,147,1,19364.5,1745599680,198,19433.25,R_TRIGGER,136.5,136.5,0.7441
2025_04_25,1745599440.0,194,4,1745599680,198,-1,19433.25,1745600160,206,19464.25,R_TRIGGER,-63.0,-63.0,0.7768
2025_04_25,1745599680.0,198,25,1745601180,223,1,19500.25,1745602680,248,19472.75,R_TRIGGER,-56.0,-56.0,0.7819
2025_04_25,1745602080.0,238,10,1745602680,248,-1,19472.75,1745602695,,19428.25,CAT_STOP,88.0,-101.0,0.984
2025_04_25,1745603760.0,266,3,1745603940,269,1,19428.25,1745608500,345,19481.75,R_TRIGGER,106.0,106.0,0.8188
2025_04_25,1745607840.0,334,11,1745608500,345,1,19481.75,1745612100,405,19555.75,SESSION_CLOSE,147.0,147.0,0.8258
2025_04_28,,-81,81,1745847000,0,1,19566.25,1745847225,,19497.25,CAT_STOP,-139.0,-101.0,0.7783
2025_04_28,1745847060.0,1,3,1745847240,4,-1,19497.25,1745847600,10,19533.0,R_TRIGGER,-72.5,-72.5,0.9802
2025_04_28,1745847360.0,6,4,1745847600,10,-1,19533.0,1745847830,,19490.25,CAT_STOP,84.5,-101.0,0.816
2025_04_28,1745848800.0,30,3,1745848980,33,-1,19490.25,1745850900,65,19495.5,R_TRIGGER,-11.5,-11.5,0.8243
2025_04_28,1745850720.0,62,10,1745851320,72,1,19517.0,1745851860,81,19522.0,R_TRIGGER,9.0,9.0,0.7423
2025_04_28,1745851620.0,77,7,1745852040,84,-1,19493.0,1745853180,103,19451.25,R_TRIGGER,82.5,82.5,0.8217
2025_04_28,1745853000.0,100,5,1745853300,105,-1,19425.5,1745854380,123,19349.5,R_TRIGGER,151.0,151.0,0.7638
2025_04_28,1745854140.0,119,12,1745854860,131,1,19379.0,1745855100,135,19353.75,R_TRIGGER,-51.5,-51.5,0.9613
2025_04_28,1745854920.0,132,3,1745855100,135,1,19353.75,1745855760,146,19346.5,R_TRIGGER,-15.5,-15.5,0.7574
2025_04_28,1745855580.0,143,4,1745855820,147,1,19338.75,1745856630,,19286.25,CAT_STOP,-106.0,-101.0,0.7821
2025_04_28,1745857020.0,167,5,1745857320,172,-1,19286.25,1745857860,181,19313.25,R_TRIGGER,-55.0,-55.0,0.7746
2025_04_28,1745857620.0,177,8,1745858100,185,-1,19321.0,1745859660,211,19331.75,R_TRIGGER,-22.5,-22.5,0.7651
2025_04_28,1745859360.0,206,12,1745860080,218,-1,19307.25,1745860680,228,19304.75,R_TRIGGER,4.0,4.0,0.7833
2025_04_28,1745860500.0,225,3,1745860680,228,-1,19304.75,1745861940,249,19304.75,R_TRIGGER,-1.0,-1.0,0.758
2025_04_28,1745861640.0,244,10,1745862240,254,1,19323.0,1745870340,389,19524.5,R_TRIGGER,402.0,402.0,0.9584
2025_04_28,1745869980.0,383,7,1745870400,390,-1,19509.5,1745871300,405,19493.0,SESSION_CLOSE,32.0,32.0,0.9664
2025_04_29,,-19,19,1745933400,0,1,19432.0,1745933760,6,19442.0,R_TRIGGER,19.0,19.0,0.9744
2025_04_29,1745933520.0,2,4,1745933760,6,1,19442.0,1745935200,30,19488.5,R_TRIGGER,92.0,92.0,0.8053
2025_04_29,1745934600.0,20,11,1745935260,31,1,19529.25,1745935920,42,19551.75,R_TRIGGER,44.0,44.0,0.7705
2025_04_29,1745935560.0,36,8,1745936040,44,1,19571.5,1745936520,52,19554.75,CAT_STOP,-34.5,-101.0,0.8028
2025_04_29,1745938860.0,91,16,1745939820,107,-1,19543.25,1745940540,119,19553.75,R_TRIGGER,-22.0,-22.0,0.9715
2025_04_29,1745940180.0,113,8,1745940660,121,-1,19533.75,1745941260,131,19553.75,R_TRIGGER,-41.0,-41.0,0.7701
2025_04_29,1745940900.0,125,8,1745941380,133,1,19568.25,1745943600,170,19560.25,R_TRIGGER,-17.0,-17.0,0.9633
2025_04_29,1745942940.0,159,11,1745943600,170,-1,19560.25,1745947020,227,19541.75,R_TRIGGER,36.0,36.0,0.9657
2025_04_29,1745945760.0,206,21,1745947020,227,1,19541.75,1745954220,347,19638.25,R_TRIGGER,192.0,192.0,0.9737
2025_04_29,1745952060.0,311,36,1745954220,347,1,19638.25,1745957400,400,19628.25,R_TRIGGER,-21.0,-21.0,0.7929
2025_04_29,1745956260.0,381,19,1745957400,400,-1,19628.25,1745957700,405,19631.75,SESSION_CLOSE,-8.0,-8.0,0.7823
2025_04_30,,-16,18,1746019920,2,-1,19266.75,1746020940,19,19209.25,R_TRIGGER,114.0,114.0,0.8537
2025_04_30,1746020580.0,13,7,1746021000,20,-1,19202.25,1746021840,34,19169.25,R_TRIGGER,65.0,65.0,0.7993
2025_04_30,1746021540.0,29,6,1746021900,35,-1,19178.5,1746022290,,19427.0,CAT_STOP,-498.0,-101.0,0.7991
2025_04_30,1746030960.0,186,3,1746031140,189,1,19427.0,1746033000,220,19356.25,R_TRIGGER,-142.5,-142.5,0.7623
2025_04_30,1746032460.0,211,9,1746033000,220,-1,19356.25,1746033540,229,19399.25,R_TRIGGER,-87.0,-87.0,0.7699
2025_04_30,1746033180.0,223,8,1746033660,231,1,19407.75,1746037740,299,19493.75,R_TRIGGER,171.0,171.0,0.9526
2025_04_30,1746036420.0,277,22,1746037740,299,-1,19493.75,1746038940,319,19515.25,R_TRIGGER,-44.0,-44.0,0.9725
2025_04_30,1746038520.0,312,7,1746038940,319,1,19515.25,1746043200,390,19654.75,R_TRIGGER,278.0,278.0,0.963
2025_04_30,1746042960.0,386,4,1746043200,390,1,19654.75,1746043205,,19774.25,CAT_STOP,238.0,-101.0,0.8298
2025_05_01,,-25,25,1746106200,0,1,19961.5,1746106260,1,19921.25,R_TRIGGER,-81.5,-81.5,0.7725
2025_05_01,,-3,4,1746106260,1,-1,19921.25,1746106270,,19926.75,CAT_STOP,-12.0,-101.0,0.9771
2025_05_01,1746106320.0,2,6,1746106680,8,-1,19926.75,1746107040,14,19931.5,R_TRIGGER,-10.5,-10.5,0.8296
2025_05_01,1746106860.0,11,3,1746107040,14,-1,19931.5,1746107330,,19916.5,CAT_STOP,29.0,-101.0,0.8359
2025_05_01,1746107940.0,29,4,1746108180,33,-1,19916.5,1746108900,45,19941.25,R_TRIGGER,-50.5,-50.5,0.8348
