**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,pnl_usd,r_price,atr_pts
2026_03_17,1773740329,SHORT,24826.0,1773740669,24844.25,-18.25,-42.5,20.5,5.125
2026_03_17,1773740669,LONG,24844.25,1773741989,24825.0,-19.25,-44.5,20.5,5.125
2026_03_17,1773741989,SHORT,24825.0,1773743604,24814.75,10.25,14.5,20.5,5.125
2026_03_17,1773743604,LONG,24814.75,1773746009,24825.75,11.0,16.0,20.5,5.125
2026_03_17,1773746009,SHORT,24825.75,1773746544,24839.25,-13.5,-33.0,20.5,5.125
2026_03_17,1773746544,LONG,24839.25,1773747039,24836.75,-2.5,-11.0,20.5,5.125
2026_03_17,1773747039,SHORT,24836.75,1773747524,24854.25,-17.5,-41.0,20.5,5.125
2026_03_17,1773747524,LONG,24854.25,1773748284,24835.75,-18.5,-43.0,20.5,5.125
2026_03_17,1773748284,SHORT,24835.75,1773749054,24833.75,2.0,-2.0,20.5,5.125
2026_03_17,1773749054,LONG,24833.75,1773751609,24915.75,82.0,158.0,20.5,5.125
2026_03_17,1773751609,SHORT,24915.75,1773752424,24939.25,-23.5,-53.0,20.5,5.125
2026_03_17,1773752424,LONG,24939.25,1773754084,25002.75,63.5,121.0,20.5,5.125
2026_03_17,1773754084,SHORT,25002.75,1773754214,24996.25,6.5,7.0,20.5,5.125
2026_03_17,1773754214,LONG,24996.25,1773754569,25048.25,52.0,98.0,20.5,5.125
2026_03_17,1773754569,SHORT,25048.25,1773754714,25067.75,-19.5,-45.0,20.5,5.125
2026_03_17,1773754714,LONG,25067.75,1773755529,25093.5,25.75,45.5,20.5,5.125
2026_03_17,1773755529,SHORT,25093.5,1773756339,25080.5,13.0,20.0,20.5,5.125
2026_03_17,1773756339,LONG,25080.5,1773756614,25057.0,-23.5,-53.0,20.5,5.125
2026_03_17,1773756614,SHORT,25057.0,1773757099,25020.5,36.5,67.0,20.5,5.125
2026_03_17,1773757099,LONG,25020.5,1773757754,25053.0,32.5,59.0,20.5,5.125
2026_03_17,1773757754,SHORT,25053.0,1773757979,25069.25,-16.25,-38.5,20.5,5.125
2026_03_17,1773757979,LONG,25069.25,1773758289,25059.5,-9.75,-25.5,20.5,5.125
2026_03_17,1773758289,SHORT,25059.5,1773758569,25067.0,-7.5,-21.0,20.5,5.125
2026_03_17,1773758569,LONG,25067.0,1773759059,25067.75,0.75,-4.5,20.5,5.125
2026_03_17,1773759059,SHORT,25067.75,1773759409,25089.25,-21.5,-49.0,20.5,5.125
2026_03_17,1773759409,LONG,25089.25,1773759819,25068.75,-20.5,-47.0,20.5,5.125
2026_03_17,1773759819,SHORT,25068.75,1773760279,25035.25,33.5,61.0,20.5,5.125
2026_03_17,1773760279,LONG,25035.25,1773760889,25028.5,-6.75,-19.5,20.5,5.125
2026_03_17,1773760889,SHORT,25028.5,1773761979,24977.25,51.25,96.5,20.5,5.125
2026_03_17,1773761979,LONG,24977.25,1773762579,24988.25,11.0,16.0,20.5,5.125
2026_03_17,1773762579,SHORT,24988.25,1773762709,25012.75,-24.5,-55.0,20.5,5.125
2026_03_17,1773762709,LONG,25012.75,1773763094,24988.75,-24.0,-54.0,20.5,5.125
2026_03_17,1773763094,SHORT,24988.75,1773763714,24970.25,18.5,31.0,20.5,5.125
2026_03_17,1773763714,LONG,24970.25,1773764049,24977.25,7.0,8.0,20.5,5.125
2026_03_17,1773764049,SHORT,24977.25,1773764254,24993.5,-16.25,-38.5,20.5,5.125
2026_03_17,1773764254,LONG,24993.5,1773765234,25002.75,9.25,12.5,20.5,5.125
2026_03_17,1773765234,SHORT,25002.75,1773765804,25015.75,-13.0,-32.0,20.5,5.125
2026_03_17,1773765804,LONG,25015.75,1773766369,25003.0,-12.75,-31.5,20.5,5.125
2026_03_17,1773766369,SHORT,25003.0,1773766944,25017.0,-14.0,-34.0,20.5,5.125
2026_03_17,1773766944,LONG,25017.0,1773767444,25016.25,-0.75,-7.5,20.5,5.125
2026_03_17,1773767444,SHORT,25016.25,1773768694,25023.75,-7.5,-21.0,20.5,5.125
2026_03_17,1773768694,LONG,25023.75,1773769429,25013.5,-10.25,-26.5,20.5,5.125
2026_03_17,1773769429,SHORT,25013.5,1773769939,25022.0,-8.5,-23.0,20.5,5.125
2026_03_17,1773769939,LONG,25022.0,1773771329,25034.0,12.0,18.0,20.5,5.125
2026_03_17,1773771329,SHORT,25034.0,1773773539,25012.75,21.25,36.5,20.5,5.125
2026_03_17,1773773539,LONG,25012.75,1773773789,24996.25,-16.5,-39.0,20.5,5.125
2026_03_17,1773773789,SHORT,24996.25,1773774134,25017.75,-21.5,-49.0,20.5,5.125
2026_03_17,1773774134,LONG,25017.75,1773774349,24997.25,-20.5,-47.0,20.5,5.125
2026_03_17,1773774349,SHORT,24997.25,1773774639,25006.25,-9.0,-24.0,20.5,5.125
2026_03_17,1773774639,LONG,25006.25,1773775319,25002.0,-4.25,-14.5,20.5,5.125
2026_03_17,1773775319,SHORT,25002.0,1773777284,25018.25,-16.25,-38.5,20.5,5.125
2026_03_17,1773777284,LONG,25018.25,1773777359,25007.25,-11.0,-28.0,20.5,5.125
2026_03_17,1773777359,SHORT,25007.25,1773777679,25022.75,-15.5,-37.0,20.5,5.125
2026_03_17,1773777679,LONG,25022.75,1773785039,25009.25,-13.5,-33.0,20.5,5.125
2026_03_17,1773785039,SHORT,25009.25,1773789504,25011.25,-2.0,-10.0,20.5,5.125
2026_03_17,1773789504,LONG,25011.25,1773790259,25003.0,-8.25,-22.5,20.5,5.125
2026_03_17,1773790259,SHORT,25003.0,1773792104,25019.75,-16.75,-39.5,20.5,5.125
2026_03_17,1773792104,LONG,25019.75,1773803209,25108.75,89.0,172.0,20.5,5.125
2026_03_17,1773803209,SHORT,25108.75,1773805584,25130.0,-21.25,-48.5,20.5,5.125
2026_03_17,1773805584,LONG,25130.0,1773815884,25189.75,59.75,113.5,20.5,5.125
2026_03_18,1773834054,LONG,25134.25,1773835124,25115.75,-18.5,-43.0,33.5,8.375
2026_03_18,1773835124,SHORT,25115.75,1773837544,24979.75,136.0,266.0,33.5,8.375
2026_03_18,1773837544,LONG,24979.75,1773837764,24955.75,-24.0,-54.0,33.5,8.375
2026_03_18,1773837764,SHORT,24955.75,1773839014,24900.5,55.25,104.5,33.5,8.375
2026_03_18,1773839014,LONG,24900.5,1773841419,24950.75,50.25,94.5,33.5,8.375
2026_03_18,1773841419,SHORT,24950.75,1773841569,24966.0,-15.25,-36.5,33.5,8.375
2026_03_18,1773841569,LONG,24966.0,1773841854,24955.75,-10.25,-26.5,33.5,8.375
2026_03_18,1773841854,SHORT,24955.75,1773842399,24970.5,-14.75,-35.5,33.5,8.375
2026_03_18,1773842399,LONG,24970.5,1773842574,24937.0,-33.5,-73.0,33.5,8.375
2026_03_18,1773842574,SHORT,24937.0,1773842649,24952.0,-15.0,-36.0,33.5,8.375
2026_03_18,1773842649,LONG,24952.0,1773843054,24943.75,-8.25,-22.5,33.5,8.375
2026_03_18,1773843054,SHORT,24943.75,1773844364,24850.0,93.75,181.5,33.5,8.375
2026_03_18,1773844364,LONG,24850.0,1773845004,24828.25,-21.75,-49.5,33.5,8.375
2026_03_18,1773845004,SHORT,24828.25,1773845839,24858.5,-30.25,-66.5,33.5,8.375
2026_03_18,1773845839,LONG,24858.5,1773847119,24893.25,34.75,63.5,33.5,8.375
2026_03_18,1773847119,SHORT,24893.25,1773847514,24898.0,-4.75,-15.5,33.5,8.375
2026_03_18,1773847514,LONG,24898.0,1773848809,24880.25,-17.75,-41.5,33.5,8.375
2026_03_18,1773848809,SHORT,24880.25,1773849299,24912.25,-32.0,-70.0,33.5,8.375
2026_03_18,1773849299,LONG,24912.25,1773849644,24881.5,-30.75,-67.5,33.5,8.375
2026_03_18,1773849644,SHORT,24881.5,1773850434,24907.0,-25.5,-57.0,33.5,8.375
2026_03_18,1773850434,LONG,24907.0,1773851634,24867.5,-39.5,-85.0,33.5,8.375
2026_03_18,1773851634,SHORT,24867.5,1773852784,24866.0,1.5,-3.0,33.5,8.375
2026_03_18,1773852784,LONG,24866.0,1773853239,24841.75,-24.25,-54.5,33.5,8.375
2026_03_18,1773853239,SHORT,24841.75,1773854679,24831.0,10.75,15.5,33.5,8.375
2026_03_18,1773854679,LONG,24831.0,1773857019,24878.5,47.5,89.0,33.5,8.375
2026_03_18,1773857019,SHORT,24878.5,1773858659,24860.5,18.0,30.0,33.5,8.375
2026_03_18,1773858659,LONG,24860.5,1773858779,24820.75,-39.75,-85.5,33.5,8.375
2026_03_18,1773858779,SHORT,24820.75,1773858974,24829.75,-9.0,-24.0,33.5,8.375
2026_03_18,1773858974,LONG,24829.75,1773859204,24796.5,-33.25,-72.5,33.5,8.375
2026_03_18,1773859204,SHORT,24796.5,1773860649,24776.25,20.25,34.5,33.5,8.375
2026_03_18,1773860649,LONG,24776.25,1773861059,24767.25,-9.0,-24.0,33.5,8.375
2026_03_18,1773861059,SHORT,24767.25,1773866299,24600.25,167.0,328.0,33.5,8.375
2026_03_18,1773866299,LONG,24600.25,1773871549,24594.0,-6.25,-18.5,33.5,8.375
2026_03_18,1773871549,SHORT,24594.0,1773874884,24597.75,-3.75,-13.5,33.5,8.375
2026_03_18,1773874884,LONG,24597.75,1773877514,24605.75,8.0,10.0,33.5,8.375
2026_03_18,1773877514,SHORT,24605.75,1773878694,24633.75,-28.0,-62.0,33.5,8.375
2026_03_18,1773878694,LONG,24633.75,1773879054,24609.0,-24.75,-55.5,33.5,8.375
2026_03_18,1773879054,SHORT,24609.0,1773880244,24629.75,-20.75,-47.5,33.5,8.375
2026_03_18,1773880244,LONG,24629.75,1773880884,24598.0,-31.75,-69.5,33.5,8.375
2026_03_18,1773880884,SHORT,24598.0,1773882004,24623.25,-25.25,-56.5,33.5,8.375
2026_03_18,1773882004,LONG,24623.25,1773885609,24633.75,10.5,15.0,33.5,8.375
2026_03_18,1773885609,SHORT,24633.75,1773885999,24638.75,-5.0,-16.0,33.5,8.375
2026_03_18,1773885999,LONG,24638.75,1773888674,24689.25,50.5,95.0,33.5,8.375
2026_03_18,1773888674,SHORT,24689.25,1773897639,24646.5,42.75,79.5,33.5,8.375
2026_03_18,1773897639,LONG,24646.5,1773898259,24613.5,-33.0,-72.0,33.5,8.375
2026_03_18,1773898259,SHORT,24613.5,1773899659,24612.25,1.25,-3.5,33.5,8.375
2026_03_18,1773899659,LONG,24612.25,1773901774,24604.0,-8.25,-22.5,33.5,8.375
2026_03_19,1773903709,SHORT,24578.0,1773904559,24592.5,-14.5,-35.0,26.0,6.5
2026_03_19,1773904559,LONG,24592.5,1773904969,24595.75,3.25,0.5,26.0,6.5
2026_03_19,1773904969,SHORT,24595.75,1773906434,24585.25,10.5,15.0,26.0,6.5
2026_03_19,1773906434,LONG,24585.25,1773906889,24564.5,-20.75,-47.5,26.0,6.5
2026_03_19,1773906889,SHORT,24564.5,1773907219,24570.5,-6.0,-18.0,26.0,6.5
2026_03_19,1773907219,LONG,24570.5,1773908379,24564.5,-6.0,-18.0,26.0,6.5
2026_03_19,1773908379,SHORT,24564.5,1773910074,24535.5,29.0,52.0,26.0,6.5
2026_03_19,1773910074,LONG,24535.5,1773910704,24542.0,6.5,7.0,26.0,6.5
2026_03_19,1773910704,SHORT,24542.0,1773910834,24567.0,-25.0,-56.0,26.0,6.5
2026_03_19,1773910834,LONG,24567.0,1773911504,24562.75,-4.25,-14.5,26.0,6.5
2026_03_19,1773911504,SHORT,24562.75,1773912049,24579.0,-16.25,-38.5,26.0,6.5
2026_03_19,1773912049,LONG,24579.0,1773912284,24568.0,-11.0,-28.0,26.0,6.5
2026_03_19,1773912284,SHORT,24568.0,1773912429,24533.75,34.25,62.5,26.0,6.5
2026_03_19,1773912429,LONG,24533.75,1773912864,24535.75,2.0,-2.0,26.0,6.5
2026_03_19,1773912864,SHORT,24535.75,1773913124,24540.5,-4.75,-15.5,26.0,6.5
2026_03_19,1773913124,LONG,24540.5,1773914404,24622.25,81.75,157.5,26.0,6.5
2026_03_19,1773914404,SHORT,24622.25,1773915154,24624.75,-2.5,-11.0,26.0,6.5
2026_03_19,1773915154,LONG,24624.75,1773915314,24598.0,-26.75,-59.5,26.0,6.5
2026_03_19,1773915314,SHORT,24598.0,1773918104,24599.0,-1.0,-8.0,26.0,6.5
2026_03_19,1773918104,LONG,24599.0,1773918209,24586.25,-12.75,-31.5,26.0,6.5
2026_03_19,1773918209,SHORT,24586.25,1773918764,24591.0,-4.75,-15.5,26.0,6.5
2026_03_19,1773918764,LONG,24591.0,1773918984,24573.25,-17.75,-41.5,26.0,6.5
2026_03_19,1773918984,SHORT,24573.25,1773921104,24537.5,35.75,65.5,26.0,6.5
2026_03_19,1773921104,LONG,24537.5,1773921654,24525.25,-12.25,-30.5,26.0,6.5
2026_03_19,1773921654,SHORT,24525.25,1773922014,24515.25,10.0,14.0,26.0,6.5
2026_03_19,1773922014,LONG,24515.25,1773922099,24526.0,10.75,15.5,26.0,6.5
2026_03_19,1773922099,SHORT,24526.0,1773923549,24480.75,45.25,84.5,26.0,6.5
2026_03_19,1773923549,LONG,24480.75,1773923994,24469.75,-11.0,-28.0,26.0,6.5
2026_03_19,1773923994,SHORT,24469.75,1773924159,24495.5,-25.75,-57.5,26.0,6.5
2026_03_19,1773924159,LONG,24495.5,1773924374,24484.5,-11.0,-28.0,26.0,6.5
2026_03_19,1773924374,SHORT,24484.5,1773924869,24452.25,32.25,58.5,26.0,6.5
2026_03_19,1773924869,LONG,24452.25,1773925309,24430.5,-21.75,-49.5,26.0,6.5
2026_03_19,1773925309,SHORT,24430.5,1773926174,24433.0,-2.5,-11.0,26.0,6.5
2026_03_19,1773926174,LONG,24433.0,1773926484,24480.0,47.0,88.0,26.0,6.5
2026_03_19,1773926484,SHORT,24480.0,1773927054,24369.25,110.75,215.5,26.0,6.5
2026_03_19,1773927054,LONG,24369.25,1773927309,24334.0,-35.25,-76.5,26.0,6.5
2026_03_19,1773927309,SHORT,24334.0,1773927479,24372.0,-38.0,-82.0,26.0,6.5
2026_03_19,1773927479,LONG,24372.0,1773927904,24421.75,49.75,93.5,26.0,6.5
2026_03_19,1773927904,SHORT,24421.75,1773928099,24433.25,-11.5,-29.0,26.0,6.5
2026_03_19,1773928099,LONG,24433.25,1773928539,24493.0,59.75,113.5,26.0,6.5
2026_03_19,1773928539,SHORT,24493.0,1773928799,24502.0,-9.0,-24.0,26.0,6.5
2026_03_19,1773928799,LONG,24502.0,1773929089,24491.75,-10.25,-26.5,26.0,6.5
2026_03_19,1773929089,SHORT,24491.75,1773929464,24502.5,-10.75,-27.5,26.0,6.5
2026_03_19,1773929464,LONG,24502.5,1773929629,24496.5,-6.0,-18.0,26.0,6.5
2026_03_19,1773929629,SHORT,24496.5,1773930654,24438.0,58.5,111.0,26.0,6.5
2026_03_19,1773930654,LONG,24438.0,1773931044,24511.0,73.0,140.0,26.0,6.5
2026_03_19,1773931044,SHORT,24511.0,1773931214,24478.5,32.5,59.0,26.0,6.5
2026_03_19,1773931214,LONG,24478.5,1773931434,24460.25,-18.25,-42.5,26.0,6.5
2026_03_19,1773931434,SHORT,24460.25,1773931749,24482.75,-22.5,-51.0,26.0,6.5
2026_03_19,1773931749,LONG,24482.75,1773931964,24492.5,9.75,13.5,26.0,6.5
2026_03_19,1773931964,SHORT,24492.5,1773932249,24497.5,-5.0,-16.0,26.0,6.5
2026_03_19,1773932249,LONG,24497.5,1773932529,24480.5,-17.0,-40.0,26.0,6.5
2026_03_19,1773932529,SHORT,24480.5,1773932629,24508.75,-28.25,-62.5,26.0,6.5
2026_03_19,1773932629,LONG,24508.75,1773932869,24542.75,34.0,62.0,26.0,6.5
2026_03_19,1773932869,SHORT,24542.75,1773933284,24555.0,-12.25,-30.5,26.0,6.5
2026_03_19,1773933284,LONG,24555.0,1773933459,24535.0,-20.0,-46.0,26.0,6.5
2026_03_19,1773933459,SHORT,24535.0,1773934819,24428.25,106.75,207.5,26.0,6.5
2026_03_19,1773934819,LONG,24428.25,1773935119,24404.75,-23.5,-53.0,26.0,6.5
2026_03_19,1773935119,SHORT,24404.75,1773935354,24432.75,-28.0,-62.0,26.0,6.5
2026_03_19,1773935354,LONG,24432.75,1773936544,24492.0,59.25,112.5,26.0,6.5
2026_03_19,1773936544,SHORT,24492.0,1773937639,24465.25,26.75,47.5,26.0,6.5
2026_03_19,1773937639,LONG,24465.25,1773937984,24450.25,-15.0,-36.0,26.0,6.5
2026_03_19,1773937984,SHORT,24450.25,1773938334,24470.75,-20.5,-47.0,26.0,6.5
2026_03_19,1773938334,LONG,24470.75,1773938604,24471.25,0.5,-5.0,26.0,6.5
2026_03_19,1773938604,SHORT,24471.25,1773939429,24454.0,17.25,28.5,26.0,6.5
2026_03_19,1773939429,LONG,24454.0,1773939859,24435.5,-18.5,-43.0,26.0,6.5
2026_03_19,1773939859,SHORT,24435.5,1773940654,24406.0,29.5,53.0,26.0,6.5
2026_03_19,1773940654,LONG,24406.0,1773941564,24443.25,37.25,68.5,26.0,6.5
2026_03_19,1773941564,SHORT,24443.25,1773942359,24441.0,2.25,-1.5,26.0,6.5
2026_03_19,1773942359,LONG,24441.0,1773943119,24453.0,12.0,18.0,26.0,6.5
2026_03_19,1773943119,SHORT,24453.0,1773943679,24455.0,-2.0,-10.0,26.0,6.5
2026_03_19,1773943679,LONG,24455.0,1773944254,24493.25,38.25,70.5,26.0,6.5
2026_03_19,1773944254,SHORT,24493.25,1773946389,24444.5,48.75,91.5,26.0,6.5
2026_03_19,1773946389,LONG,24444.5,1773947254,24655.25,210.75,415.5,26.0,6.5
2026_03_19,1773947254,SHORT,24655.25,1773947649,24644.5,10.75,15.5,26.0,6.5
2026_03_19,1773947649,LONG,24644.5,1773947949,24635.25,-9.25,-24.5,26.0,6.5
2026_03_19,1773947949,SHORT,24635.25,1773948839,24603.25,32.0,58.0,26.0,6.5
2026_03_19,1773948839,LONG,24603.25,1773948874,24585.75,-17.5,-41.0,26.0,6.5
2026_03_19,1773948874,SHORT,24585.75,1773949194,24593.75,-8.0,-22.0,26.0,6.5
2026_03_19,1773949194,LONG,24593.75,1773949509,24578.25,-15.5,-37.0,26.0,6.5
2026_03_19,1773949509,SHORT,24578.25,1773950159,24592.5,-14.25,-34.5,26.0,6.5
2026_03_19,1773950159,LONG,24592.5,1773950524,24565.0,-27.5,-61.0,26.0,6.5
2026_03_19,1773950524,SHORT,24565.0,1773950684,24592.25,-27.25,-60.5,26.0,6.5
2026_03_19,1773950684,LONG,24592.25,1773957799,24627.0,34.75,63.5,26.0,6.5
2026_03_19,1773957799,SHORT,24627.0,1773958799,24635.25,-8.25,-22.5,26.0,6.5
2026_03_19,1773958799,LONG,24635.25,1773960639,24621.25,-14.0,-34.0,26.0,6.5
2026_03_19,1773960639,SHORT,24621.25,1773961469,24647.25,-26.0,-58.0,26.0,6.5
2026_03_19,1773961469,LONG,24647.25,1773962119,24630.75,-16.5,-39.0,26.0,6.5
2026_03_19,1773962119,SHORT,24630.75,1773964604,24632.5,-1.75,-9.5,26.0,6.5
2026_03_19,1773964604,LONG,24632.5,1773964984,24607.25,-25.25,-56.5,26.0,6.5
2026_03_19,1773964984,SHORT,24607.25,1773965339,24613.25,-6.0,-18.0,26.0,6.5
2026_03_19,1773965339,LONG,24613.25,1773966124,24615.0,1.75,-2.5,26.0,6.5
2026_03_19,1773966124,SHORT,24615.0,1773967239,24608.75,6.25,6.5,26.0,6.5
2026_03_19,1773967239,LONG,24608.75,1773969519,24605.0,-3.75,-13.5,26.0,6.5
2026_03_19,1773969519,SHORT,24605.0,1773970219,24621.25,-16.25,-38.5,26.0,6.5
2026_03_19,1773970219,LONG,24621.25,1773971644,24630.5,9.25,12.5,26.0,6.5
2026_03_19,1773971644,SHORT,24630.5,1773972519,24636.25,-5.75,-17.5,26.0,6.5
2026_03_19,1773972519,LONG,24636.25,1773975724,24615.5,-20.75,-47.5,26.0,6.5
2026_03_19,1773975724,SHORT,24615.5,1773977604,24625.75,-10.25,-26.5,26.0,6.5
2026_03_19,1773977604,LONG,24625.75,1773980209,24602.0,-23.75,-53.5,26.0,6.5
2026_03_19,1773980209,SHORT,24602.0,1773984089,24586.0,16.0,26.0,26.0,6.5
2026_03_19,1773984089,LONG,24586.0,1773987419,24578.25,-7.75,-21.5,26.0,6.5
2026_03_20,1773990959,LONG,24532.75,1773995224,24580.5,47.75,89.5,33.0,8.25
2026_03_20,1773995224,SHORT,24580.5,1773995674,24591.0,-10.5,-27.0,33.0,8.25
2026_03_20,1773995674,LONG,24591.0,1773996169,24569.5,-21.5,-49.0,33.0,8.25
2026_03_20,1773996169,SHORT,24569.5,1773997779,24573.75,-4.25,-14.5,33.0,8.25
2026_03_20,1773997779,LONG,24573.75,1773998064,24549.25,-24.5,-55.0,33.0,8.25
2026_03_20,1773998064,SHORT,24549.25,1774001534,24354.25,195.0,384.0,33.0,8.25
2026_03_20,1774001534,LONG,24354.25,1774003899,24396.25,42.0,78.0,33.0,8.25
2026_03_20,1774003899,SHORT,24396.25,1774004574,24430.5,-34.25,-74.5,33.0,8.25
2026_03_20,1774004574,LONG,24430.5,1774006689,24433.25,2.75,-0.5,33.0,8.25
2026_03_20,1774006689,SHORT,24433.25,1774007874,24445.25,-12.0,-30.0,33.0,8.25
2026_03_20,1774007874,LONG,24445.25,1774008294,24432.0,-13.25,-32.5,33.0,8.25
2026_03_20,1774008294,SHORT,24432.0,1774008459,24465.25,-33.25,-72.5,33.0,8.25
2026_03_20,1774008459,LONG,24465.25,1774008989,24462.25,-3.0,-12.0,33.0,8.25
2026_03_20,1774008989,SHORT,24462.25,1774009704,24480.25,-18.0,-42.0,33.0,8.25
2026_03_20,1774009704,LONG,24480.25,1774009929,24463.0,-17.25,-40.5,33.0,8.25
2026_03_20,1774009929,SHORT,24463.0,1774010799,24476.75,-13.75,-33.5,33.0,8.25
2026_03_20,1774010799,LONG,24476.75,1774012009,24472.0,-4.75,-15.5,33.0,8.25
2026_03_20,1774012009,SHORT,24472.0,1774012969,24492.5,-20.5,-47.0,33.0,8.25
2026_03_20,1774012969,LONG,24492.5,1774013384,24492.5,0.0,-6.0,33.0,8.25
2026_03_20,1774013384,SHORT,24492.5,1774013829,24421.25,71.25,136.5,33.0,8.25
2026_03_20,1774013829,LONG,24421.25,1774014394,24423.5,2.25,-1.5,33.0,8.25
2026_03_20,1774014394,SHORT,24423.5,1774015389,24309.25,114.25,222.5,33.0,8.25
2026_03_20,1774015389,LONG,24309.25,1774015709,24285.75,-23.5,-53.0,33.0,8.25
2026_03_20,1774015709,SHORT,24285.75,1774016139,24275.0,10.75,15.5,33.0,8.25
2026_03_20,1774016139,LONG,24275.0,1774016519,24259.5,-15.5,-37.0,33.0,8.25
2026_03_20,1774016519,SHORT,24259.5,1774017039,24294.5,-35.0,-76.0,33.0,8.25
2026_03_20,1774017039,LONG,24294.5,1774017429,24284.75,-9.75,-25.5,33.0,8.25
2026_03_20,1774017429,SHORT,24284.75,1774018554,24269.0,15.75,25.5,33.0,8.25
2026_03_20,1774018554,LONG,24269.0,1774018949,24282.5,13.5,21.0,33.0,8.25
2026_03_20,1774018949,SHORT,24282.5,1774019419,24272.0,10.5,15.0,33.0,8.25
2026_03_20,1774019419,LONG,24272.0,1774019809,24276.0,4.0,2.0,33.0,8.25
2026_03_20,1774019809,SHORT,24276.0,1774020209,24295.0,-19.0,-44.0,33.0,8.25
2026_03_20,1774020209,LONG,24295.0,1774022924,24316.5,21.5,37.0,33.0,8.25
2026_03_20,1774022924,SHORT,24316.5,1774023139,24347.5,-31.0,-68.0,33.0,8.25
2026_03_20,1774023139,LONG,24347.5,1774023964,24318.5,-29.0,-64.0,33.0,8.25
2026_03_20,1774023964,SHORT,24318.5,1774025739,24270.5,48.0,90.0,33.0,8.25
2026_03_20,1774025739,LONG,24270.5,1774025964,24265.75,-4.75,-15.5,33.0,8.25
2026_03_20,1774025964,SHORT,24265.75,1774026414,24262.5,3.25,0.5,33.0,8.25
2026_03_20,1774026414,LONG,24262.5,1774026964,24246.75,-15.75,-37.5,33.0,8.25
2026_03_20,1774026964,SHORT,24246.75,1774028434,24208.25,38.5,71.0,33.0,8.25
2026_03_20,1774028434,LONG,24208.25,1774028854,24175.5,-32.75,-71.5,33.0,8.25
2026_03_20,1774028854,SHORT,24175.5,1774029244,24206.25,-30.75,-67.5,33.0,8.25
2026_03_20,1774029244,LONG,24206.25,1774029929,24185.75,-20.5,-47.0,33.0,8.25
2026_03_20,1774029929,SHORT,24185.75,1774031244,24149.75,36.0,66.0,33.0,8.25
2026_03_20,1774031244,LONG,24149.75,1774031664,24122.0,-27.75,-61.5,33.0,8.25
2026_03_20,1774031664,SHORT,24122.0,1774033214,24108.25,13.75,21.5,33.0,8.25
2026_03_20,1774033214,LONG,24108.25,1774033569,24081.25,-27.0,-60.0,33.0,8.25
2026_03_20,1774033569,SHORT,24081.25,1774035644,24012.5,68.75,131.5,33.0,8.25
2026_03_20,1774035644,LONG,24012.5,1774036184,24021.75,9.25,12.5,33.0,8.25
2026_03_20,1774036184,SHORT,24021.75,1774036394,24060.5,-38.75,-83.5,33.0,8.25
2026_03_22,1774217024,LONG,23981.0,1774217499,23965.5,-15.5,-37.0,46.0,11.5
2026_03_22,1774217499,SHORT,23965.5,1774218109,24005.0,-39.5,-85.0,46.0,11.5
2026_03_22,1774218109,LONG,24005.0,1774218884,24045.5,40.5,75.0,46.0,11.5
2026_03_22,1774218884,SHORT,24045.5,1774220584,24073.75,-28.25,-62.5,46.0,11.5
2026_03_22,1774220584,LONG,24073.75,1774221729,24036.5,-37.25,-80.5,46.0,11.5
2026_03_22,1774221729,SHORT,24036.5,1774224024,24022.5,14.0,22.0,46.0,11.5
2026_03_22,1774224024,LONG,24022.5,1774224349,23979.25,-43.25,-92.5,46.0,11.5
2026_03_22,1774224349,SHORT,23979.25,1774224509,24020.25,-41.0,-88.0,46.0,11.5
2026_03_22,1774224509,LONG,24020.25,1774225924,24042.0,21.75,37.5,46.0,11.5
2026_03_22,1774225924,SHORT,24042.0,1774228004,23984.0,58.0,110.0,46.0,11.5
2026_03_22,1774228004,LONG,23984.0,1774232164,24022.25,38.25,70.5,46.0,11.5
2026_03_22,1774232164,SHORT,24022.25,1774240009,23992.25,30.0,54.0,46.0,11.5
2026_03_22,1774240009,LONG,23992.25,1774243409,23985.25,-7.0,-20.0,46.0,11.5
2026_03_22,1774243409,SHORT,23985.25,1774244229,23986.75,-1.5,-9.0,46.0,11.5
2026_03_22,1774244229,LONG,23986.75,1774244794,23955.0,-31.75,-69.5,46.0,11.5
2026_03_23,1774249649,LONG,23893.75,1774250184,23876.0,-17.75,-41.5,37.0,9.25
2026_03_23,1774250184,SHORT,23876.0,1774251064,23816.5,59.5,113.0,37.0,9.25
2026_03_23,1774251064,LONG,23816.5,1774252379,23841.0,24.5,43.0,37.0,9.25
2026_03_23,1774252379,SHORT,23841.0,1774252824,23866.5,-25.5,-57.0,37.0,9.25
2026_03_23,1774252824,LONG,23866.5,1774253944,23883.75,17.25,28.5,37.0,9.25
2026_03_23,1774253944,SHORT,23883.75,1774254179,23923.75,-40.0,-86.0,37.0,9.25
2026_03_23,1774254179,LONG,23923.75,1774256479,23911.25,-12.5,-31.0,37.0,9.25
2026_03_23,1774256479,SHORT,23911.25,1774256829,23937.75,-26.5,-59.0,37.0,9.25
2026_03_23,1774256829,LONG,23937.75,1774257909,23929.0,-8.75,-23.5,37.0,9.25
2026_03_23,1774257909,SHORT,23929.0,1774258879,23883.25,45.75,85.5,37.0,9.25
2026_03_23,1774258879,LONG,23883.25,1774260909,23889.25,6.0,6.0,37.0,9.25
