**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf,regime_2d,hour_bucket,n,mean_fwd,win_rate
price_sigma_w,5m,DOWN_CHOPPY,eu_open,30,-24.15,0.26666666666666666
price_sigma_w,5m,DOWN_CHOPPY,us_pre,37,-14.79054054054054,0.5675675675675675
price_sigma_w,5m,DOWN_CHOPPY,us_open,136,-27.24448529411765,0.33088235294117646
price_sigma_w,5m,DOWN_CHOPPY,us_morning,129,-17.43798449612403,0.4263565891472868
price_sigma_w,5m,DOWN_CHOPPY,us_lunch,91,-28.686813186813186,0.37362637362637363
price_sigma_w,5m,DOWN_CHOPPY,us_pm,79,-27.911392405063292,0.34177215189873417
price_sigma_w,5m,DOWN_CHOPPY,after_close,44,-0.23295454545454544,0.4090909090909091
price_sigma_w,5m,FLAT_SMOOTH,pre_market,179,4.166201117318436,0.5251396648044693
price_sigma_w,5m,FLAT_SMOOTH,asia_close,122,-3.002049180327869,0.48360655737704916
price_sigma_w,5m,FLAT_SMOOTH,eu_open,165,5.65,0.5454545454545454
price_sigma_w,5m,FLAT_SMOOTH,us_pre,99,5.462121212121212,0.5353535353535354
price_sigma_w,5m,FLAT_SMOOTH,us_open,348,-12.630028735632184,0.48563218390804597
price_sigma_w,5m,FLAT_SMOOTH,us_morning,309,-14.489482200647249,0.47572815533980584
price_sigma_w,5m,FLAT_SMOOTH,us_lunch,200,30.7775,0.71
price_sigma_w,5m,FLAT_SMOOTH,us_pm,146,7.940068493150685,0.5958904109589042
price_sigma_w,5m,FLAT_SMOOTH,after_close,409,-6.7420537897310515,0.45965770171149145
price_sigma_w,5m,FLAT_CHOPPY,pre_market,167,15.827844311377245,0.6586826347305389
price_sigma_w,5m,FLAT_CHOPPY,asia_close,121,-10.512396694214877,0.4049586776859504
price_sigma_w,5m,FLAT_CHOPPY,eu_open,309,1.75,0.5275080906148867
price_sigma_w,5m,FLAT_CHOPPY,us_pre,303,4.337458745874588,0.5247524752475248
price_sigma_w,5m,FLAT_CHOPPY,us_open,735,-6.251360544217687,0.5115646258503401
price_sigma_w,5m,FLAT_CHOPPY,us_morning,629,14.84141494435612,0.6073131955484896
price_sigma_w,5m,FLAT_CHOPPY,us_lunch,446,13.67713004484305,0.5560538116591929
price_sigma_w,5m,FLAT_CHOPPY,us_pm,449,4.927616926503341,0.534521158129176
price_sigma_w,5m,FLAT_CHOPPY,after_close,504,-10.402281746031745,0.5297619047619048
price_sigma_w,15m,UP_SMOOTH,pre_market,96,0.7682291666666666,0.6770833333333334
price_sigma_w,15m,UP_SMOOTH,asia_close,39,-39.044871794871796,0.38461538461538464
price_sigma_w,15m,UP_SMOOTH,eu_open,108,-11.439814814814815,0.6203703703703703
price_sigma_w,15m,UP_SMOOTH,us_pre,87,164.7155172413793,0.735632183908046
price_sigma_w,15m,UP_SMOOTH,us_open,207,27.733091787439612,0.6859903381642513
price_sigma_w,15m,UP_SMOOTH,us_morning,403,41.05707196029777,0.6650124069478908
price_sigma_w,15m,UP_SMOOTH,us_lunch,117,87.48504273504274,0.7777777777777778
price_sigma_w,15m,UP_SMOOTH,us_pm,75,74.53333333333333,0.5733333333333334
price_sigma_w,15m,UP_SMOOTH,after_close,300,31.616666666666667,0.6833333333333333
price_sigma_w,15m,UP_CHOPPY,pre_market,54,-8.666666666666666,0.4074074074074074
price_sigma_w,15m,UP_CHOPPY,asia_close,45,59.705555555555556,0.37777777777777777
price_sigma_w,15m,UP_CHOPPY,eu_open,105,39.84047619047619,0.7714285714285715
price_sigma_w,15m,UP_CHOPPY,us_open,99,23.126262626262626,0.5252525252525253
price_sigma_w,15m,UP_CHOPPY,us_morning,219,28.52853881278539,0.7625570776255708
price_sigma_w,15m,UP_CHOPPY,us_lunch,81,11.472222222222221,0.5061728395061729
price_sigma_w,15m,UP_CHOPPY,us_pm,60,54.0625,0.6833333333333333
price_sigma_w,15m,UP_CHOPPY,after_close,102,15.357843137254902,0.5098039215686274
price_sigma_w,15m,DOWN_SMOOTH,pre_market,93,-7.17741935483871,0.4731182795698925
price_sigma_w,15m,DOWN_SMOOTH,eu_open,39,7.346153846153846,0.46153846153846156
price_sigma_w,15m,DOWN_SMOOTH,us_open,126,-6.117063492063492,0.5317460317460317
price_sigma_w,15m,DOWN_SMOOTH,us_morning,270,-31.45740740740741,0.4148148148148148
price_sigma_w,15m,DOWN_SMOOTH,us_lunch,69,-57.68840579710145,0.391304347826087
price_sigma_w,15m,DOWN_SMOOTH,us_pm,114,-39.78508771929825,0.3684210526315789
price_sigma_w,15m,DOWN_SMOOTH,after_close,196,-53.869897959183675,0.40816326530612246
price_sigma_w,15m,DOWN_CHOPPY,asia_close,36,-20.875,0.19444444444444445
price_sigma_w,15m,DOWN_CHOPPY,eu_open,52,-21.75,0.2692307692307692
price_sigma_w,15m,DOWN_CHOPPY,us_open,78,-45.3974358974359,0.2692307692307692
price_sigma_w,15m,DOWN_CHOPPY,us_morning,141,2.476950354609929,0.5886524822695035
price_sigma_w,15m,DOWN_CHOPPY,us_lunch,75,-32.58,0.36
price_sigma_w,15m,DOWN_CHOPPY,us_pm,66,-42.015151515151516,0.25757575757575757
price_sigma_w,15m,DOWN_CHOPPY,after_close,121,-51.29338842975206,0.4214876033057851
price_sigma_w,15m,FLAT_SMOOTH,pre_market,264,-3.7509469696969697,0.4053030303030303
price_sigma_w,15m,FLAT_SMOOTH,eu_open,133,16.25,0.5639097744360902
price_sigma_w,15m,FLAT_SMOOTH,us_pre,81,5.219135802469136,0.5432098765432098
price_sigma_w,15m,FLAT_SMOOTH,us_open,174,-27.87212643678161,0.45977011494252873
price_sigma_w,15m,FLAT_SMOOTH,us_morning,378,-14.012566137566138,0.4894179894179894
price_sigma_w,15m,FLAT_SMOOTH,us_lunch,171,30.49122807017544,0.6783625730994152
price_sigma_w,15m,FLAT_SMOOTH,us_pm,141,7.0212765957446805,0.5815602836879432
price_sigma_w,15m,FLAT_SMOOTH,after_close,607,-2.5485996705107086,0.5172981878088962
price_sigma_w,15m,FLAT_CHOPPY,pre_market,240,32.78541666666667,0.6875
price_sigma_w,15m,FLAT_CHOPPY,asia_close,63,-14.424603174603174,0.30158730158730157
price_sigma_w,15m,FLAT_CHOPPY,eu_open,291,0.8230240549828178,0.5189003436426117
price_sigma_w,15m,FLAT_CHOPPY,us_pre,163,34.42484662576687,0.6871165644171779
price_sigma_w,15m,FLAT_CHOPPY,us_open,396,-10.107323232323232,0.4898989898989899
price_sigma_w,15m,FLAT_CHOPPY,us_morning,888,5.241554054054054,0.5371621621621622
price_sigma_w,15m,FLAT_CHOPPY,us_lunch,456,7.99780701754386,0.5307017543859649
price_sigma_w,15m,FLAT_CHOPPY,us_pm,426,-2.36443661971831,0.5446009389671361
price_sigma_w,15m,FLAT_CHOPPY,after_close,741,-11.972672064777328,0.4898785425101215
price_sigma_w,1h,UP_SMOOTH,pre_market,360,2.8375,0.6194444444444445
price_sigma_w,1h,UP_SMOOTH,asia_close,72,36.947916666666664,0.6388888888888888
price_sigma_w,1h,UP_SMOOTH,eu_open,48,-68.32291666666667,0.3125
price_sigma_w,1h,UP_SMOOTH,us_open,30,-48.25833333333333,0.23333333333333334
price_sigma_w,1h,UP_SMOOTH,us_morning,144,83.24652777777777,0.7152777777777778
price_sigma_w,1h,UP_SMOOTH,us_lunch,144,62.62847222222222,0.5694444444444444
price_sigma_w,1h,UP_SMOOTH,us_pm,168,17.02529761904762,0.44047619047619047
price_sigma_w,1h,UP_SMOOTH,after_close,456,10.15186403508772,0.543859649122807
price_sigma_w,1h,UP_CHOPPY,pre_market,72,-10.739583333333334,0.3194444444444444
price_sigma_w,1h,UP_CHOPPY,asia_close,60,59.18333333333333,0.55
price_sigma_w,1h,UP_CHOPPY,eu_open,120,33.91875,0.6833333333333333
price_sigma_w,1h,UP_CHOPPY,us_pre,36,10.506944444444445,0.3055555555555556
price_sigma_w,1h,UP_CHOPPY,us_open,36,41.38194444444444,0.4166666666666667
price_sigma_w,1h,UP_CHOPPY,us_morning,72,52.21180555555556,0.6944444444444444
price_sigma_w,1h,UP_CHOPPY,us_lunch,90,-3.783333333333333,0.4222222222222222
price_sigma_w,1h,UP_CHOPPY,us_pm,90,19.794444444444444,0.6
price_sigma_w,1h,UP_CHOPPY,after_close,216,6.319444444444445,0.4722222222222222
price_sigma_w,1h,DOWN_SMOOTH,pre_market,264,-6.581439393939394,0.45075757575757575
price_sigma_w,1h,DOWN_SMOOTH,asia_close,36,-44.4375,0.25
price_sigma_w,1h,DOWN_SMOOTH,us_morning,60,-71.87083333333334,0.18333333333333332
price_sigma_w,1h,DOWN_SMOOTH,us_lunch,72,-90.79513888888889,0.1527777777777778
price_sigma_w,1h,DOWN_SMOOTH,us_pm,108,-28.84722222222222,0.42592592592592593
price_sigma_w,1h,DOWN_SMOOTH,after_close,348,-28.389367816091955,0.45977011494252873
price_sigma_w,1h,DOWN_CHOPPY,pre_market,108,-13.324074074074074,0.3333333333333333
price_sigma_w,1h,DOWN_CHOPPY,us_morning,96,-2.5364583333333335,0.5208333333333334
price_sigma_w,1h,DOWN_CHOPPY,us_lunch,72,-22.381944444444443,0.375
price_sigma_w,1h,DOWN_CHOPPY,us_pm,72,-22.291666666666668,0.3055555555555556
price_sigma_w,1h,DOWN_CHOPPY,after_close,180,5.530555555555556,0.5666666666666667
price_sigma_w,1h,FLAT_SMOOTH,pre_market,768,1.2194010416666667,0.4973958333333333
price_sigma_w,1h,FLAT_SMOOTH,asia_close,156,18.365384615384617,0.6538461538461539
price_sigma_w,1h,FLAT_SMOOTH,eu_open,96,2.0833333333333335,0.5833333333333334
price_sigma_w,1h,FLAT_SMOOTH,us_open,36,-19.041666666666668,0.5277777777777778
price_sigma_w,1h,FLAT_SMOOTH,us_morning,96,1.3932291666666667,0.5729166666666666
price_sigma_w,1h,FLAT_SMOOTH,us_lunch,108,24.59490740740741,0.6296296296296297
price_sigma_w,1h,FLAT_SMOOTH,us_pm,108,12.601851851851851,0.6666666666666666
price_sigma_w,1h,FLAT_SMOOTH,after_close,564,0.23847517730496454,0.5283687943262412
price_sigma_w,1h,FLAT_CHOPPY,pre_market,816,10.881127450980392,0.5906862745098039
price_sigma_w,1h,FLAT_CHOPPY,asia_close,216,5.172453703703703,0.5740740740740741
price_sigma_w,1h,FLAT_CHOPPY,eu_open,348,3.4633620689655173,0.5114942528735632
price_sigma_w,1h,FLAT_CHOPPY,us_pre,102,35.35049019607843,0.6274509803921569
price_sigma_w,1h,FLAT_CHOPPY,us_open,174,-28.692528735632184,0.4482758620689655
price_sigma_w,1h,FLAT_CHOPPY,us_morning,324,10.366512345679013,0.5864197530864198
price_sigma_w,1h,FLAT_CHOPPY,us_lunch,360,13.720138888888888,0.5472222222222223
price_sigma_w,1h,FLAT_CHOPPY,us_pm,384,-2.494140625,0.4817708333333333
price_sigma_w,1h,FLAT_CHOPPY,after_close,948,-4.891350210970464,0.5295358649789029
bar_range,5s,UP_SMOOTH,pre_market,81,0.8333333333333334,0.5185185185185185
bar_range,5s,UP_SMOOTH,asia_close,84,-0.17261904761904762,0.5714285714285714
bar_range,5s,UP_SMOOTH,eu_open,173,-4.03757225433526,0.5722543352601156
bar_range,5s,UP_SMOOTH,us_pre,129,87.79069767441861,0.7829457364341085
bar_range,5s,UP_SMOOTH,us_open,366,48.48224043715847,0.7704918032786885
bar_range,5s,UP_SMOOTH,us_morning,263,58.7671102661597,0.6844106463878327
bar_range,5s,UP_SMOOTH,us_lunch,129,83.07170542635659,0.7209302325581395
bar_range,5s,UP_SMOOTH,us_pm,164,36.86890243902439,0.5426829268292683
bar_range,5s,UP_SMOOTH,after_close,200,19.32875,0.625
bar_range,5s,UP_CHOPPY,pre_market,47,17.643617021276597,0.5531914893617021
bar_range,5s,UP_CHOPPY,asia_close,61,63.64344262295082,0.639344262295082
bar_range,5s,UP_CHOPPY,eu_open,109,15.954128440366972,0.5596330275229358
bar_range,5s,UP_CHOPPY,us_pre,74,46.895270270270274,0.581081081081081
bar_range,5s,UP_CHOPPY,us_open,210,43.26547619047619,0.7047619047619048
bar_range,5s,UP_CHOPPY,us_morning,160,27.9765625,0.69375
bar_range,5s,UP_CHOPPY,us_lunch,73,24.873287671232877,0.6575342465753424
bar_range,5s,UP_CHOPPY,us_pm,78,49.43910256410256,0.7435897435897436
bar_range,5s,UP_CHOPPY,after_close,72,19.052083333333332,0.6527777777777778
bar_range,5s,DOWN_SMOOTH,pre_market,79,-22.018987341772153,0.379746835443038
bar_range,5s,DOWN_SMOOTH,asia_close,39,-16.19871794871795,0.5128205128205128
bar_range,5s,DOWN_SMOOTH,eu_open,69,-45.68115942028985,0.37681159420289856
bar_range,5s,DOWN_SMOOTH,us_pre,53,-96.12735849056604,0.24528301886792453
bar_range,5s,DOWN_SMOOTH,us_open,209,-48.47846889952153,0.36363636363636365
bar_range,5s,DOWN_SMOOTH,us_morning,162,-40.882716049382715,0.41358024691358025
bar_range,5s,DOWN_SMOOTH,us_lunch,95,-58.61052631578947,0.2631578947368421
bar_range,5s,DOWN_SMOOTH,us_pm,120,-30.385416666666668,0.44166666666666665
bar_range,5s,DOWN_SMOOTH,after_close,122,-45.21516393442623,0.4672131147540984
bar_range,5s,DOWN_CHOPPY,eu_open,48,-23.416666666666668,0.3125
bar_range,5s,DOWN_CHOPPY,us_pre,52,-22.27403846153846,0.4423076923076923
bar_range,5s,DOWN_CHOPPY,us_open,168,-21.572916666666668,0.36904761904761907
bar_range,5s,DOWN_CHOPPY,us_morning,124,-17.836693548387096,0.45161290322580644
bar_range,5s,DOWN_CHOPPY,us_lunch,78,-33.56410256410256,0.3333333333333333
bar_range,5s,DOWN_CHOPPY,us_pm,89,-25.60674157303371,0.33707865168539325
bar_range,5s,DOWN_CHOPPY,after_close,44,-47.57386363636363,0.4090909090909091
bar_range,5s,FLAT_SMOOTH,pre_market,162,4.151234567901234,0.5679012345679012
bar_range,5s,FLAT_SMOOTH,asia_close,133,6.981203007518797,0.5864661654135338
bar_range,5s,FLAT_SMOOTH,eu_open,214,0.875,0.5093457943925234
bar_range,5s,FLAT_SMOOTH,us_pre,152,-11.549342105263158,0.5197368421052632
bar_range,5s,FLAT_SMOOTH,us_open,450,-9.72888888888889,0.5088888888888888
bar_range,5s,FLAT_SMOOTH,us_morning,392,-12.480229591836734,0.4872448979591837
bar_range,5s,FLAT_SMOOTH,us_lunch,217,27.78917050691244,0.7050691244239631
bar_range,5s,FLAT_SMOOTH,us_pm,244,-6.474385245901639,0.4959016393442623
bar_range,5s,FLAT_SMOOTH,after_close,355,-7.095774647887324,0.4309859154929577
bar_range,5s,FLAT_CHOPPY,pre_market,170,14.841176470588236,0.5823529411764706
bar_range,5s,FLAT_CHOPPY,asia_close,144,-16.43923611111111,0.4652777777777778
bar_range,5s,FLAT_CHOPPY,eu_open,331,7.654833836858006,0.552870090634441
bar_range,5s,FLAT_CHOPPY,us_pre,296,9.73141891891892,0.5472972972972973
bar_range,5s,FLAT_CHOPPY,us_open,834,-6.780275779376499,0.5179856115107914
bar_range,5s,FLAT_CHOPPY,us_morning,655,8.549236641221373,0.5633587786259542
bar_range,5s,FLAT_CHOPPY,us_lunch,404,12.954826732673267,0.5495049504950495
bar_range,5s,FLAT_CHOPPY,us_pm,470,3.029255319148936,0.502127659574468
bar_range,5s,FLAT_CHOPPY,after_close,402,-14.447139303482587,0.5124378109452736
bar_range,1m,UP_SMOOTH,pre_market,87,-2.8419540229885056,0.5517241379310345
bar_range,1m,UP_SMOOTH,asia_close,77,-1.5097402597402598,0.5324675324675324
bar_range,1m,UP_SMOOTH,eu_open,141,-9.620567375886525,0.5460992907801419
bar_range,1m,UP_SMOOTH,us_pre,107,110.65654205607477,0.7570093457943925
