x_feature,y_feature,pair,regime_2d,n,corr_xy,interaction_rms,max_abs_cell_fwd,best_cell_xq,best_cell_yq
L2_1h_price_velocity_w,L2_15m_price_velocity_w,L2_1h_price_velocity_w__x__L2_15m_price_velocity_w,DOWN_SMOOTH,4662,0.460150612907154,4.53984287827071,-40.359482758620686,1,0
L2_1h_price_velocity_w,L2_15m_price_velocity_w,L2_1h_price_velocity_w__x__L2_15m_price_velocity_w,DOWN_CHOPPY,2988,0.3631085358608366,4.483428983383027,-20.844650205761315,0,1
L2_1h_price_velocity_w,L2_15m_price_velocity_w,L2_1h_price_velocity_w__x__L2_15m_price_velocity_w,FLAT_SMOOTH,9738,0.408947121950946,4.083771996184866,-10.364071038251366,2,2
L2_1h_price_velocity_w,L2_15m_price_velocity_w,L2_1h_price_velocity_w__x__L2_15m_price_velocity_w,FLAT_CHOPPY,18303,0.34551956652582233,3.6706300613239566,12.473424878836834,0,0
L2_1h_price_velocity_w,L2_1D_vol_sigma_w,L2_1h_price_velocity_w__x__L2_1D_vol_sigma_w,UP_SMOOTH,6978,0.4369653818867188,3.9578153362191584,32.5659229208925,0,2
L2_1h_price_velocity_w,L2_1D_vol_sigma_w,L2_1h_price_velocity_w__x__L2_1D_vol_sigma_w,UP_CHOPPY,3924,0.23804651414039757,6.257385551830834,30.915972222222223,0,2
L2_1h_price_velocity_w,L2_1D_vol_sigma_w,L2_1h_price_velocity_w__x__L2_1D_vol_sigma_w,DOWN_SMOOTH,4662,-0.42824752410750694,7.9593568989333905,-52.174019607843135,1,2
L2_1h_price_velocity_w,L2_1D_vol_sigma_w,L2_1h_price_velocity_w__x__L2_1D_vol_sigma_w,DOWN_CHOPPY,2988,-0.3506548638648645,9.455118946134798,-37.71527777777778,1,2
L2_1h_price_velocity_w,L2_1D_vol_sigma_w,L2_1h_price_velocity_w__x__L2_1D_vol_sigma_w,FLAT_SMOOTH,9402,-0.06524593196747841,2.8954757011933756,-7.919062027231467,2,0
L2_1h_price_velocity_w,L2_1D_vol_sigma_w,L2_1h_price_velocity_w__x__L2_1D_vol_sigma_w,FLAT_CHOPPY,18123,-0.16088046493144595,2.3472986788811427,11.94429079415251,0,2
L2_1h_price_velocity_w,L3_4h_z_low_w,L2_1h_price_velocity_w__x__L3_4h_z_low_w,UP_SMOOTH,6978,0.3234007710815536,17.016793202126966,68.89204545454545,2,0
L2_1h_price_velocity_w,L3_4h_z_low_w,L2_1h_price_velocity_w__x__L3_4h_z_low_w,UP_CHOPPY,3924,0.5070155972123235,6.386703650553903,25.0188679245283,0,0
L2_1h_price_velocity_w,L3_4h_z_low_w,L2_1h_price_velocity_w__x__L3_4h_z_low_w,DOWN_SMOOTH,4662,0.643416179356283,8.531278154834677,-37.663290113452184,1,1
L2_1h_price_velocity_w,L3_4h_z_low_w,L2_1h_price_velocity_w__x__L3_4h_z_low_w,DOWN_CHOPPY,2988,0.5307553597990626,8.576224129161504,-38.452777777777776,0,1
L2_1h_price_velocity_w,L3_4h_z_low_w,L2_1h_price_velocity_w__x__L3_4h_z_low_w,FLAT_SMOOTH,9402,0.544204447258348,3.030478301515098,11.29150390625,0,0
L2_1h_price_velocity_w,L3_4h_z_low_w,L2_1h_price_velocity_w__x__L3_4h_z_low_w,FLAT_CHOPPY,18123,0.44079688142961015,6.289740688128943,13.999122807017544,0,0
L2_1h_price_velocity_w,L2_4h_price_accel_w,L2_1h_price_velocity_w__x__L2_4h_price_accel_w,UP_SMOOTH,6978,0.5400128100476416,6.307740889306212,35.420070011668614,1,1
L2_1h_price_velocity_w,L2_4h_price_accel_w,L2_1h_price_velocity_w__x__L2_4h_price_accel_w,UP_CHOPPY,3924,0.34643380422901415,4.8075012239329,28.21105072463768,0,2
L2_1h_price_velocity_w,L2_4h_price_accel_w,L2_1h_price_velocity_w__x__L2_4h_price_accel_w,DOWN_SMOOTH,4662,0.5010565388743871,9.545840357381062,-41.03144171779141,1,1
L2_1h_price_velocity_w,L2_4h_price_accel_w,L2_1h_price_velocity_w__x__L2_4h_price_accel_w,DOWN_CHOPPY,2988,0.2774011005323527,5.240180801411944,-26.52777777777778,1,2
L2_1h_price_velocity_w,L2_4h_price_accel_w,L2_1h_price_velocity_w__x__L2_4h_price_accel_w,FLAT_SMOOTH,9402,0.3239209724685444,2.5187529804891327,-10.23216644649934,2,0
L2_1h_price_velocity_w,L2_4h_price_accel_w,L2_1h_price_velocity_w__x__L2_4h_price_accel_w,FLAT_CHOPPY,18027,0.3688782385562358,4.25139734599877,-12.852409638554217,2,2
L2_1h_price_velocity_w,L1_1D_bar_range,L2_1h_price_velocity_w__x__L1_1D_bar_range,UP_SMOOTH,7146,0.6624898174559746,9.441326139839761,41.74085365853659,1,1
L2_1h_price_velocity_w,L1_1D_bar_range,L2_1h_price_velocity_w__x__L1_1D_bar_range,UP_CHOPPY,3924,0.19856020138891628,4.525080280033963,25.894707207207208,0,2
L2_1h_price_velocity_w,L1_1D_bar_range,L2_1h_price_velocity_w__x__L1_1D_bar_range,DOWN_SMOOTH,4662,-0.47674812664626803,3.3517212311844458,-34.98039215686274,1,2
L2_1h_price_velocity_w,L1_1D_bar_range,L2_1h_price_velocity_w__x__L1_1D_bar_range,DOWN_CHOPPY,2988,-0.3558626724979415,7.58564145799195,-29.99198717948718,1,2
L2_1h_price_velocity_w,L1_1D_bar_range,L2_1h_price_velocity_w__x__L1_1D_bar_range,FLAT_SMOOTH,9738,0.08054347443617725,4.052147487316848,14.86797480620155,0,2
L2_1h_price_velocity_w,L1_1D_bar_range,L2_1h_price_velocity_w__x__L1_1D_bar_range,FLAT_CHOPPY,18303,-0.21767765840848846,2.769190567210483,13.080376344086021,0,1
L3_4h_z_se_w,L1_4h_body,L3_4h_z_se_w__x__L1_4h_body,UP_SMOOTH,6978,0.37949710844359436,25.994323212095672,109.0952380952381,0,2
L3_4h_z_se_w,L1_4h_body,L3_4h_z_se_w__x__L1_4h_body,UP_CHOPPY,3924,0.4509630720774967,7.650688528929272,38.19722222222222,0,2
L3_4h_z_se_w,L1_4h_body,L3_4h_z_se_w__x__L1_4h_body,DOWN_SMOOTH,4662,0.5889301531739504,18.127803622942498,-90.07638888888889,2,0
L3_4h_z_se_w,L1_4h_body,L3_4h_z_se_w__x__L1_4h_body,DOWN_CHOPPY,2988,0.5334088722931981,6.22232271063835,-31.849305555555556,1,1
L3_4h_z_se_w,L1_4h_body,L3_4h_z_se_w__x__L1_4h_body,FLAT_SMOOTH,9402,0.41455223472470387,2.9427022934189924,-11.218518518518518,2,0
L3_4h_z_se_w,L1_4h_body,L3_4h_z_se_w__x__L1_4h_body,FLAT_CHOPPY,18123,0.49043525086821294,4.6083800757553774,-14.272179974651458,2,2
L3_4h_z_se_w,L1_4h_price_velocity_1b,L3_4h_z_se_w__x__L1_4h_price_velocity_1b,UP_SMOOTH,6978,0.3872897646085192,20.90121404386776,91.95583333333333,0,2
L3_4h_z_se_w,L1_4h_price_velocity_1b,L3_4h_z_se_w__x__L1_4h_price_velocity_1b,UP_CHOPPY,3924,0.4499920875677231,8.354460187568836,38.19722222222222,0,2
L3_4h_z_se_w,L1_4h_price_velocity_1b,L3_4h_z_se_w__x__L1_4h_price_velocity_1b,DOWN_SMOOTH,4662,0.5871669261947268,18.151562314358692,-90.07638888888889,2,0
L3_4h_z_se_w,L1_4h_price_velocity_1b,L3_4h_z_se_w__x__L1_4h_price_velocity_1b,DOWN_CHOPPY,2988,0.5329379455034865,6.22232271063835,-31.849305555555556,1,1
L3_4h_z_se_w,L1_4h_price_velocity_1b,L3_4h_z_se_w__x__L1_4h_price_velocity_1b,FLAT_SMOOTH,9402,0.5089875394787265,3.7723839866524496,-13.760185185185184,2,0
L3_4h_z_se_w,L1_4h_price_velocity_1b,L3_4h_z_se_w__x__L1_4h_price_velocity_1b,FLAT_CHOPPY,18123,0.4982574734555965,4.584594825903941,-14.236032196969697,2,2
L3_4h_z_se_w,L2_1D_price_velocity_w,L3_4h_z_se_w__x__L2_1D_price_velocity_w,UP_SMOOTH,6978,-0.17091337848826402,9.715137954072773,64.82207207207207,0,0
L3_4h_z_se_w,L2_1D_price_velocity_w,L3_4h_z_se_w__x__L2_1D_price_velocity_w,UP_CHOPPY,3924,-0.183658397495768,4.114859284801132,35.628787878787875,0,0
L3_4h_z_se_w,L2_1D_price_velocity_w,L3_4h_z_se_w__x__L2_1D_price_velocity_w,DOWN_SMOOTH,4482,0.09059340502147264,8.946922919146692,-56.585,2,0
L3_4h_z_se_w,L2_1D_price_velocity_w,L3_4h_z_se_w__x__L2_1D_price_velocity_w,DOWN_CHOPPY,2988,-0.11798777394390703,8.265056382962328,-27.843264248704664,0,1
L3_4h_z_se_w,L2_1D_price_velocity_w,L3_4h_z_se_w__x__L2_1D_price_velocity_w,FLAT_SMOOTH,9402,-0.16833630026008645,3.562205742533747,-15.8671875,2,2
L3_4h_z_se_w,L2_1D_price_velocity_w,L3_4h_z_se_w__x__L2_1D_price_velocity_w,FLAT_CHOPPY,18027,-0.17185644700294336,3.084867651839515,-15.140851449275363,2,0
L3_4h_z_se_w,L3_4h_z_high_w,L3_4h_z_se_w__x__L3_4h_z_high_w,UP_SMOOTH,6978,0.9624574481992143,7.003518498596694,31.89814814814815,0,0
L3_4h_z_se_w,L3_4h_z_high_w,L3_4h_z_se_w__x__L3_4h_z_high_w,UP_CHOPPY,3924,0.9462109913849804,4.129057427302258,16.598695286195287,0,0
L3_4h_z_se_w,L3_4h_z_high_w,L3_4h_z_se_w__x__L3_4h_z_high_w,DOWN_SMOOTH,4662,0.777617483401937,13.444234646445532,-47.605442176870746,0,1
L3_4h_z_se_w,L3_4h_z_high_w,L3_4h_z_se_w__x__L3_4h_z_high_w,DOWN_CHOPPY,2988,0.7577311535160844,21.736890253837274,-68.19097222222223,0,2
L3_4h_z_se_w,L3_4h_z_high_w,L3_4h_z_se_w__x__L3_4h_z_high_w,FLAT_SMOOTH,9402,0.8724790237070189,6.010225209046515,11.921875,0,2
L3_4h_z_se_w,L3_4h_z_high_w,L3_4h_z_se_w__x__L3_4h_z_high_w,FLAT_CHOPPY,18123,0.7677859215950243,7.220845724749888,-11.847591006423983,2,2
L3_4h_z_se_w,L2_4h_price_velocity_w,L3_4h_z_se_w__x__L2_4h_price_velocity_w,UP_SMOOTH,6978,-0.008904588800119705,6.553946110657051,62.300438596491226,0,0
L3_4h_z_se_w,L2_4h_price_velocity_w,L3_4h_z_se_w__x__L2_4h_price_velocity_w,UP_CHOPPY,3924,0.011816564575701863,5.608653511392672,29.96064814814815,0,0
L3_4h_z_se_w,L2_4h_price_velocity_w,L3_4h_z_se_w__x__L2_4h_price_velocity_w,DOWN_SMOOTH,4662,0.2675466979920482,11.041304182563785,-62.30059523809524,2,0
L3_4h_z_se_w,L2_4h_price_velocity_w,L3_4h_z_se_w__x__L2_4h_price_velocity_w,DOWN_CHOPPY,2988,0.03935558602982144,6.589499161535618,-24.72554347826087,1,0
L3_4h_z_se_w,L2_4h_price_velocity_w,L3_4h_z_se_w__x__L2_4h_price_velocity_w,FLAT_SMOOTH,9402,0.020442948101417023,1.4378022921876594,-11.59375,2,2
L3_4h_z_se_w,L2_4h_price_velocity_w,L3_4h_z_se_w__x__L2_4h_price_velocity_w,FLAT_CHOPPY,18075,0.024311142778447953,1.886906515778219,14.768627954779033,0,0
L3_4h_z_se_w,L2_15m_price_velocity_w,L3_4h_z_se_w__x__L2_15m_price_velocity_w,UP_SMOOTH,6978,0.035340091290813905,9.144636548664582,57.75852272727273,0,2
L3_4h_z_se_w,L2_15m_price_velocity_w,L3_4h_z_se_w__x__L2_15m_price_velocity_w,UP_CHOPPY,3924,0.09173771467508184,4.342141643359342,24.880669546436284,0,0
L3_4h_z_se_w,L2_15m_price_velocity_w,L3_4h_z_se_w__x__L2_15m_price_velocity_w,DOWN_SMOOTH,4662,0.19113838637467745,4.508867373874821,-41.341445427728615,2,0
L3_4h_z_se_w,L2_15m_price_velocity_w,L3_4h_z_se_w__x__L2_15m_price_velocity_w,DOWN_CHOPPY,2988,0.07831856590102733,5.4570367824447334,-30.477732793522268,1,2
L3_4h_z_se_w,L2_15m_price_velocity_w,L3_4h_z_se_w__x__L2_15m_price_velocity_w,FLAT_SMOOTH,9402,0.178009296830223,2.6830737684792885,-11.785152636447734,2,2
L3_4h_z_se_w,L2_15m_price_velocity_w,L3_4h_z_se_w__x__L2_15m_price_velocity_w,FLAT_CHOPPY,18123,0.06860616880518165,4.2790106408141355,-15.61019469983775,2,0
L3_4h_z_se_w,L2_1D_vol_sigma_w,L3_4h_z_se_w__x__L2_1D_vol_sigma_w,UP_SMOOTH,6978,0.030568776465339693,13.57889755932075,70.01994680851064,0,2
L3_4h_z_se_w,L2_1D_vol_sigma_w,L3_4h_z_se_w__x__L2_1D_vol_sigma_w,UP_CHOPPY,3924,0.1871883273676174,4.860041949217551,35.628787878787875,0,2
L3_4h_z_se_w,L2_1D_vol_sigma_w,L3_4h_z_se_w__x__L2_1D_vol_sigma_w,DOWN_SMOOTH,4662,-0.056636445066810634,7.120360583801499,-44.071875,2,2
L3_4h_z_se_w,L2_1D_vol_sigma_w,L3_4h_z_se_w__x__L2_1D_vol_sigma_w,DOWN_CHOPPY,2988,-0.27224361836109084,5.894441568117995,-28.630208333333332,2,2
L3_4h_z_se_w,L2_1D_vol_sigma_w,L3_4h_z_se_w__x__L2_1D_vol_sigma_w,FLAT_SMOOTH,9402,0.03239814218900571,1.1002346602729907,-7.7871685606060606,2,2
L3_4h_z_se_w,L2_1D_vol_sigma_w,L3_4h_z_se_w__x__L2_1D_vol_sigma_w,FLAT_CHOPPY,18123,0.11769514760850144,4.928429888099276,-17.091669988043044,2,2
L3_4h_z_se_w,L3_4h_z_low_w,L3_4h_z_se_w__x__L3_4h_z_low_w,UP_SMOOTH,6978,0.7476195946359475,9.030588422034153,36.88998800959233,0,0
L3_4h_z_se_w,L3_4h_z_low_w,L3_4h_z_se_w__x__L3_4h_z_low_w,UP_CHOPPY,3924,0.8334620020111158,9.016412632353731,31.992283950617285,2,1
L3_4h_z_se_w,L3_4h_z_low_w,L3_4h_z_se_w__x__L3_4h_z_low_w,DOWN_SMOOTH,4662,0.9428773837132569,6.340969884017968,-35.89342948717949,2,1
L3_4h_z_se_w,L3_4h_z_low_w,L3_4h_z_se_w__x__L3_4h_z_low_w,DOWN_CHOPPY,2988,0.9570569496529753,11.47437323444692,-35.391666666666666,0,1
L3_4h_z_se_w,L3_4h_z_low_w,L3_4h_z_se_w__x__L3_4h_z_low_w,FLAT_SMOOTH,9402,0.9026156402319595,4.659762010266722,-7.535770440251572,1,2
L3_4h_z_se_w,L3_4h_z_low_w,L3_4h_z_se_w__x__L3_4h_z_low_w,FLAT_CHOPPY,18123,0.8531103721470613,9.06875350736972,-21.23406862745098,2,0
L3_4h_z_se_w,L2_4h_price_accel_w,L3_4h_z_se_w__x__L2_4h_price_accel_w,UP_SMOOTH,6978,0.29676569390765895,15.965128838458101,70.93214285714286,0,2
L3_4h_z_se_w,L2_4h_price_accel_w,L3_4h_z_se_w__x__L2_4h_price_accel_w,UP_CHOPPY,3924,0.26482740206948596,4.2661490119111045,23.690104166666668,0,2
L3_4h_z_se_w,L2_4h_price_accel_w,L3_4h_z_se_w__x__L2_4h_price_accel_w,DOWN_SMOOTH,4662,0.48819156696204946,7.734934908372295,-47.33143939393939,2,0
L3_4h_z_se_w,L2_4h_price_accel_w,L3_4h_z_se_w__x__L2_4h_price_accel_w,DOWN_CHOPPY,2988,0.3612914493996018,9.612242896342316,-37.31628242074928,1,2
L3_4h_z_se_w,L2_4h_price_accel_w,L3_4h_z_se_w__x__L2_4h_price_accel_w,FLAT_SMOOTH,9402,0.21595190585060056,2.6377596847348728,-11.811188811188812,2,0
L3_4h_z_se_w,L2_4h_price_accel_w,L3_4h_z_se_w__x__L2_4h_price_accel_w,FLAT_CHOPPY,18027,0.3246892375326979,4.840332837157046,-17.68897364771151,2,0
L3_4h_z_se_w,L1_1D_bar_range,L3_4h_z_se_w__x__L1_1D_bar_range,UP_SMOOTH,6978,0.10464016425726345,13.451537582312525,65.49404761904762,0,2
L3_4h_z_se_w,L1_1D_bar_range,L3_4h_z_se_w__x__L1_1D_bar_range,UP_CHOPPY,3924,0.20203610416393306,3.9449658036820403,27.069166666666668,0,2
L3_4h_z_se_w,L1_1D_bar_range,L3_4h_z_se_w__x__L1_1D_bar_range,DOWN_SMOOTH,4662,-0.20629597702143912,6.411877076300874,-32.64278455284553,1,1
L3_4h_z_se_w,L1_1D_bar_range,L3_4h_z_se_w__x__L1_1D_bar_range,DOWN_CHOPPY,2988,-0.11858684373741975,5.380768928199993,-26.295742753623188,1,2
L3_4h_z_se_w,L1_1D_bar_range,L3_4h_z_se_w__x__L1_1D_bar_range,FLAT_SMOOTH,9402,0.17602210409258728,4.5570044868190465,16.39276960784314,0,2
L3_4h_z_se_w,L1_1D_bar_range,L3_4h_z_se_w__x__L1_1D_bar_range,FLAT_CHOPPY,18123,0.12150873016916086,5.4791133114859765,18.105753968253968,0,2
L1_4h_body,L1_4h_price_velocity_1b,L1_4h_body__x__L1_4h_price_velocity_1b,UP_SMOOTH,7146,0.9924561365299314,10.336596092652961,30.322916666666668,1,0
L1_4h_body,L1_4h_price_velocity_1b,L1_4h_body__x__L1_4h_price_velocity_1b,UP_CHOPPY,3924,0.9999842273399641,10.113025309972162,30.916666666666668,2,1
L1_4h_body,L1_4h_price_velocity_1b,L1_4h_body__x__L1_4h_price_velocity_1b,DOWN_SMOOTH,4662,0.9446335707740391,7.926453155968395,-33.58267716535433,0,0
L1_4h_body,L1_4h_price_velocity_1b,L1_4h_body__x__L1_4h_price_velocity_1b,DOWN_CHOPPY,2988,0.9999899482210178,3.641569570146366,-18.102824578790884,1,1
L1_4h_body,L1_4h_price_velocity_1b,L1_4h_body__x__L1_4h_price_velocity_1b,FLAT_SMOOTH,9786,0.6732583780058863,4.601577120275024,11.734375,0,2
L1_4h_body,L1_4h_price_velocity_1b,L1_4h_body__x__L1_4h_price_velocity_1b,FLAT_CHOPPY,18303,0.9758816431633979,10.595546001804857,-11.1375,0,1
L1_4h_body,L2_1D_price_velocity_w,L1_4h_body__x__L2_1D_price_velocity_w,UP_SMOOTH,6978,-0.2577635315579384,8.236538509828476,39.67070116861436,0,0
L1_4h_body,L2_1D_price_velocity_w,L1_4h_body__x__L2_1D_price_velocity_w,UP_CHOPPY,3924,-0.347106135365093,7.457306333942257,31.66860465116279,2,0
L1_4h_body,L2_1D_price_velocity_w,L1_4h_body__x__L2_1D_price_velocity_w,DOWN_SMOOTH,4482,0.23048190947570568,6.108720467265089,-42.342424242424244,0,0
L1_4h_body,L2_1D_price_velocity_w,L1_4h_body__x__L2_1D_price_velocity_w,DOWN_CHOPPY,2988,0.12883774945788554,6.623394525721348,-30.832291666666666,0,1
L1_4h_body,L2_1D_price_velocity_w,L1_4h_body__x__L2_1D_price_velocity_w,FLAT_SMOOTH,9402,0.014830562698437877,1.4715515043366412,6.096676029962547,0,0
L1_4h_body,L2_1D_price_velocity_w,L1_4h_body__x__L2_1D_price_velocity_w,FLAT_CHOPPY,18027,0.07160405263364406,4.389789028259839,-13.718446601941748,2,0
L1_4h_body,L3_4h_z_high_w,L1_4h_body__x__L3_4h_z_high_w,UP_SMOOTH,6978,0.3208480440092273,13.032875762914475,68.2624703087886,2,0
L1_4h_body,L3_4h_z_high_w,L1_4h_body__x__L3_4h_z_high_w,UP_CHOPPY,3924,0.35388014082317715,4.989191537044259,32.11074561403509,2,0
L1_4h_body,L3_4h_z_high_w,L1_4h_body__x__L3_4h_z_high_w,DOWN_SMOOTH,4662,0.1395007686006745,6.763997760488375,-49.47718253968254,0,2
L1_4h_body,L3_4h_z_high_w,L1_4h_body__x__L3_4h_z_high_w,DOWN_CHOPPY,2988,0.04356151690939138,8.447957393301376,-28.75,1,1
L1_4h_body,L3_4h_z_high_w,L1_4h_body__x__L3_4h_z_high_w,FLAT_SMOOTH,9402,0.10533773541476465,2.1085771666162576,10.930186170212766,0,0
